cuisine,name
Indian,Dragon Wok
Japanese,Akasaka Japanese Restaurant
Pubs,One20 Public House
Pubs,Fox & Fiddle
Vegan,Down 2 Earth Plant Parlour
Cocktail Bars,Sidebar Grill
Salvadoran,Don Chepe's Restaurant
Indian,Chefs Kebab
Cafes,Happy Jack's Cafe
Chicken Shop,Mary Brown's
Himalayan/Nepalese,Momo Station
Cafes,No. 24 Cafe & Bistro
Breakfast & Brunch,Egg Bomb
Bubble Tea,Must Sandwich & Bar
Halal,S K Grill Restaurant
Seafood,Coney Island Seafood
Chinese,North Noodle House
Ramen,Kawawa Ramen
Delis,gastronomia Italia
Argentine,Empanada Gals
Pizza,Emilio Finatti Sicilian Pizzeria
Indian,Bahubali Biryani House
Indian,Veer Ji Fish n' Grill
Bakeries,New Town Bakery & Restaurant
Dim Sum,Neptune Palace Restaurant
Fish & Chips,Uncle's Fish and Chips
Korean,Akasiaa Garden of Korean Taste
Burgers,White Spot -  Scott & 72nd
Japanese,MaguroGuy
Seafood,Charlie Don't Surf
Canadian (New),Moxies
Korean,Mokran
Thai,Rice and Noodles
Sandwiches,Big Star Sandwich
Chinese,Sanhao BBQ Delight
Chicken Wings,WINGS - Surrey
Cafes,Sunflower Cafe
Chinese,Pizza 82
Japanese,Sushi Street
Ramen,Ramen Bella
Sushi Bars,Kushi Mura Japanese Izakaya
Soup,AKD Kitchen
Breakfast & Brunch,Hungry Eats
Bistros,The Bistro
Thai,Lhy Thai Restaurant
Sushi Bars,Ta-ke Sushi Japanese Restaurant
Chinese,Ming Shing Restaurant
Sushi Bars,Migoto Sushi
Halal,Karachi Flame
Indian,Chatora Restaurant
Vietnamese,Mai's Vietnamese Restaurant
Diners,The Best Grill
Vietnamese,Pho Tau Bay
Japanese,Oh Sahimi
Pizza,Hellcrust Pizza
Coffee & Tea,The Wafflers
Japanese,Kappa Japanese Restaurant
Chicken Shop,Mary Brown's
Italian,The Old Spaghetti Factory
Malaysian,YL's Curry Bowl
Mediterranean,Donair Dude
Desserts,Aha Indian Food Paradise
Asian Fusion,Noodlebox
Seafood,The Boathouse Restaurant
Korean,Tae Yang Gak
Tapas Bars,Citrus Bar & Grill
Indian,Sirka - Langley
Diners,Denny's
Chinese,Fong's Eatery
Breakfast & Brunch,Angelina's
Canadian (New),Donair Affair
Canadian (New),Combine Cafe & Bar
Breakfast & Brunch,Olivo Cafe
Thai,Patsara Thai Restaurant
American,Triple O's
Vietnamese,Pho 68
Mexican,Quesada Burritos & Tacos
Asian Fusion,Manchu & Masala
Afghan,Pamir Diner
Korean,Skobi Sushi and Korean BBQ
Chinese,On Yuen Chinese Resturant
Steakhouses,The Keg Steakhouse + Bar
Japanese,Harbour House Crescent Beach
Pizza,HellCrust Pizza
Mexican,Primo's Mexican Grill
Canadian (New),MIXT Lobby Lounge
Coffee & Tea,Ethical Addiction Apparel & Dudes Coffee House
Donairs,Zaaki Cuisine
Sandwiches,Big Star Sandwich Co
Fish & Chips,Red Baron Restaurant
Bakeries,Connect Cafe
Barbeque,The Village Barbeque
Butcher,Al-Rayyan Halal Foods
Canadian (New),Browns Socialhouse Maple Ridge
Indian,B & B Restaurant
Burgers,Vera's Burger Shack
Mediterranean,Kiki's Restaurant
Sushi Bars,Bento Sushi
Poutineries,Prairie Donair
Canadian (New),Browns Socialhouse Semiahmoo
Breakfast & Brunch,Leon's Cafe
Chinese,CCTV Chinese Restaurant
Korean,Chicko Chicken Korean Style
Bars,WTF Burger & Fries
Seafood,Lee Yuen Seafood Restaurant
Coffee & Tea,Sip & Savor Cafe
Restaurants,Port Kells Cafeteria
Restaurants,Ronnie's Restaurant
Pizza,Glenwood Pizza & Curry House
Pizza,L’Onore Pizza
Indian,Tandoori Town Indian Kitchen
Indian,Kwantlen
Japanese,Sakuya
Chinese,Lee Yuen Seafood Restaurant
African,Lizziano Kitchen
Japanese,Hanaya Japanese Restaurant
Indian,Spice of Punjab
Indian,Cilantro Indian Cuisine
Pizza,Pizzeria Ludica
Donairs,Ali's Authentic Donair
Indian,Saravanaa Bhavan
Middle Eastern,Shahrayar Grill House
Chicken Shop,DL Chicken
Vietnamese,Pho 99
Pizza,Boston Pizza
Breakfast & Brunch,Stacked Pancake & Breakfast House
Indian,Second Home Curry Takeout
Indian,Krishnas Curry & Crepes House
Indian,Apna Chaat House
Coffee & Tea,Republica Coffee Roasters Cloverdale
Canadian (New),Roadhouse Grille
Mediterranean,Donair Zone
Vietnamese,Pho Queen
Indian,Lighthouse restaurant
Wine Bars,Morgans Restaurant and Wine Bar
Seafood,Al & Jan's Fish & Chips
Greek,Vlassis Souvlaki & Greek Taverna
Indian,Hunger Strike By Brown Touch
Fish & Chips,Scotts Landing Fish and Chips
Steakhouses,Onyx Steakhouse & Lounge
Food Delivery Services,Rvegan Tour
Indian,Satya Asha
Noodles,Noodles To Go
Indian,Chatora's
Canadian (New),Earls Kitchen + Bar
Italian,Porto Fino Express
Mexican,Quesada Burritos & Tacos
Vietnamese,Viet Houng Asian Flavor Deli
Cafes,Cafe Mellow
Middle Eastern,U R Restaurant
Indian,Royal Paan
Cafes,Stomping Grounds
Bars,The Keg Steakhouse Bar - Morgan Creek
Irish,Dublin Crossing Irish Pub
Chinese,Chands
Pizza,Elvis Pizza
Waffles,Bubble Waffle Cafe
Donairs,Tasty Donair
Mexican,Quesada Burritos & Tacos
Indian,Zaiqa Halal Bbq Restaurant
Korean,Akasiaa Garden of Korean Taste
Burgers,WTF Burger & Fries
Pizza,Papa Johns Pizza
Japanese,Kami Sushi
Indian,Nila Dosa & Curry
Cafes,Brownvibe Cafe
Greek,Taverna Greka Restaurant
Desserts,Syrian Gourmet
Seafood,The Fish Net Seafood Restaurant
Food Delivery Services,Mummy Di Rasoi Tiffin Service
American,WAG Washington Avenue Grill
Japanese,Sushi & Roll
Japanese,Damiko Sushi
Chinese,Ming Fung Restaurant
Vietnamese,Pho Stanley Restaurant
Pizza,Pizza Hut
Japanese,Nagoya Sushi
Greek,Little Greek Restaurant
Japanese,Miraku Japanese Restaurant
Breakfast & Brunch,The Roadrunner Restaurant
Canadian (New),Duffey's Sports Grill
Fast Food,Popeyes Louisiana Kitchen
Pizza,Pepperoni Cafe Pizzeria & Eatery
Vietnamese,Pho 777 Vietnamese Restaurant
Fish & Chips,Cockney Kings Fish & Chips
Indian,Masala Boyz Indian Lounge & Bar
Indian,Veerji
Cafes,Indigo Cafe
Greek,Stefanos Restaurant
Japanese,Todai Sushi
Mexican,Chipotle Mexican Grill - Coming Soon
Indian,Amritsari Chaat Bhandar
Chinese,Lucky Horse Restaurant
Pizza,Popular Pizza
Japanese,Fleetwood Sushi
Comfort Food,Steven's Cocktail Corner Bar + Kitchen
Filipino,JAV'S Kaldero Authentic Filipino Cuisine
Pizza,Chicago's Pizza Twist
Diners,Fresgo Inn Restaurant
Sushi Bars,Bento Sushi
Greek,Rozzini's Restaurant
Middle Eastern,Donair & Kebab Extreme Shawarma Restaurant
Mexican,Loz Takos
Japanese,Tomu Sushi Japanese Restaurant
Japanese,Yamako Japanese Restaurant
Comfort Food,The Railway Cafe
Chinese,Golden Medal Restaurant
Mexican,strEATS
African,Alebi African Cuisine
Breakfast & Brunch,Jan's On the Beach
Greek,Cosmos Restaurant
Fast Food,Church's Chicken
Indian,Showshaa - The Modern Taproom
Caribbean,Di Reggae Cafe
Middle Eastern,Shahrazad
Pizza,The Great Pizza
Diners,Boomy's Diner
Steakhouses,Andreas Restaurant
Pizza,Boston Pizza
Thai,Ban Chok Dee Thai Cuisine-Maple Ridge
Indian,India Chaat House and Restaurant
Indian,Sweets 64
Indian,Little India
Pizza,Camy's Pizza
Vietnamese,Pho Newton
Food Delivery Services,Auntie's Canteen
Vietnamese,Pho Angkor Noodle House
Pizza,Firecrust
Ethiopian,Massawa Restaurant
Noodles,Redbeef Noodle Express
Indian,Sahota's Live Grill
Mexican,Taqueria Playa Tropical
Japanese,Nordel Sushi
Indian,Indian Haveli
Greek,Donair Hut
Korean,Chicko Chicken Korean Style
Italian,Ocean Park Pizza & Steak House
Chinese,China Village Restaurant
Indian,Ustaad G Indian Cuisine
Indian,Desi Bites
Indian,Chutneys Indian Grill
Vietnamese,Co Chau
Indian,Dhaliwal's Lounge
Donairs,Fast Donair and Falafel
Vietnamese,Pho Canada
Filipino,Kumare Restaurant & Bakery
Canadian (New),Match Eatery & Public House
Sandwiches,Subway
Indian,LA Tandoori
Coffee & Tea,Everbean Cafe
Indian,Jaipur Indian Cuisine
Chinese,Golden Medal Restaurant
Chinese,XI YU Restaurant
Seafood,The Boathouse Restaurant
Indian,Aggarwal Sweets
Indian,Thali Sweets & Grill
Japanese,Sushi Mori
Coffee & Tea,Victory Coffee + Kitchen
Portuguese,Nando's Peri-Peri
Indian,Pakwan
Japanese,104 Sushi & Co
Coffee & Tea,Dudes Coffee House
Indian,Punjabi Tadka Pick & Go
Sandwiches,Obanhmi
Cafes,Café 8
Chinese,Harbin Red Sausage
Indian,Desh Punjab Sweets & Restaurant
Cafes,Tastefully Yours By Jeff
Coffee Roasteries,Spent Grounds
Indian,Golden Samosa Bakery
Fast Food,A&W
Coffee & Tea,Clancy's Tea Cosy
Pizza,Super Vege Pizza
Pizza,The Mad Italian Pizza & Pints
Pizza,Famoso Neapolitan Pizzeria
Indian,Royal Indian Chef and Sweets
Coffee & Tea,Tim Hortons
Pizza,Domino's Pizza
Canadian (New),Hub Restaurant New West
Comfort Food,Milestones
Indian,Vadapav Mirchi By Geeta
Delis,YourOh! Deli
Tapas Bars,Bin 101 Wine & Tapas Bar
Noodles,Neptune Wonton Noodle
Cocktail Bars,Sapphire2bistro
Chicken Shop,Nando's Peri-Peri
Fast Food,A&W
Italian,Pasta Polo
Donairs,Shawarma Corner
Coffee Roasteries,Fresh Cup Roastery Café
Thai,Bangkok Kitchen
Breakfast & Brunch,Denny’s
Vietnamese,Jokim Kitchen
Chicken Wings,Jojo's Chicken Shack
Desserts,Tomato’s
Vietnamese,Pho Hillton Restaurant
Indian,Moonlight Delight
Food Delivery Services,Abu’s Kitchen
Food Delivery Services,Chai Shai
Korean,Chamnamoo Korean Restaurant
Indian,Mirch Masala Indian Cuisine
Japanese,Noma Japanese Restaurant
Sandwiches,Mr. Lunch
Burgers,Red Racer Roadside Diner
Ice Cream & Frozen Yogurt,Shalimar Paan & Ice Cream Bar
Pizza,Royal Oak
Chicken Shop,fritou
Indian,Butterica Foods
Japanese,Momotaro Japanese Restaurant
Greek,Galini Greek Kouzina & Grill
Pizza,HellCrust Pizza - Surrey
Vietnamese,V Cafe
Coffee & Tea,Desi Rasoi
Seafood,Kirin Restaurant
Spanish,Union Latinos Food
Salad,Blaze Pizza
Pizza,Boston Pizza
Noodles,Asian Noodle Island
Pizza,Pizza Garden
Convenience Stores,The Snappy Corner
Indian,Diamond Sweets Restaurant
Indian,Sri Periyava Dosa Bhavan
Pizza,Kwantlen Pizza and Sweets
Chinese,Dining Wok Shanghai Restaurant
Mediterranean,A Kabul Shawarma Donair
Pizza,Ocean Park Pizza & Steak House
Japanese,Sanjo Sushi Asian Cuisine
Vietnamese,Pho' 99
Japanese,Minori Japanese Restaurant
Indian,Udupi Palace
Sandwiches,Earl of Sandwich
Chinese,Bubble World
Coffee & Tea,Yucca Tree Cafe
Indian,The Great Indian Cuisine
Greek,Greek Village
Mexican,La Conquistadora
Pizza,Pizza Hut
Desserts,Trees Cheesecake and Organic Coffee
Pizza,Pizza 64
Indian,Navraj Sweets & Restaurant
Japanese,Yoko Sushi & Noodle House
Vietnamese,B&D Authentic Viet Cuisine
Burgers,White Spot
Indian,DilSe Multi-Cuisine Restaurant
Asian Fusion,Noodlebox
Indian,Ustaad G 76
Fast Food,Popeyes Louisiana Kitchen
Cafes,Whiskey Charlie
Mexican,Sinaloa's Mexican Eatery
Chicken Wings,Popeyes
Burgers,WTF Burger & Fries
Cafes,Kaffina Coffee
Indian,Swagat Indian Restaurant
Italian,The Old Spaghetti Factory
Indian,Jagga Sweet & Cuisine
Vietnamese,Taste of Pho
Sandwiches,Sub Garden
Korean,Arisu Korean BBQ
Indian,Bhaia Sweet Shop & Catering
Italian,Ocean Park Pizza & Steak House
Coffee & Tea,Cafe Rosen
Pizza,Artisan Pizza
Mexican,Traditional Nata
Indian,GM Restaurant
Pizza,Clover Ridge Pizza
Canadian (New),Browns Socialhouse Langley Centre
Cafes,Hiel Cafe
Sushi Bars,Watashi Sushi & Kitchen
Himalayan/Nepalese,Kathmandu Bar & Grill
Burgers,Bun + Burger
Indian,Golden Samosa Bakery
Sushi Bars,Sushi Simagoya
Indian,Mayuri South Indian Cuisine
Pakistani,Pak Punjab Sweet & Samosas House
Chinese,Woking Dragon
Pizza,Top In Town Pizza
Fast Food,Quesada Burritos and Tacos
Caterers,Triple D African Delicacies
Comfort Food,Royal Pacific Restraunt
Pizza,Chicago's Pizza Twist
Seafood,Mr Pickwick's Fish & Chips
Mediterranean,Osmow's
Halal,Lahori Sweets & Restaurant
Fast Food,Mary Brown’s
Cantonese,Kwan Kee Noodle House
Indian,Curry Lounge
Coffee & Tea,The Hide Out Cafe
Gluten-Free,De Dutch
Chinese,Golden Lion Restaurant
Seafood,Luxe Chinese Seafood Restaurant
Indian,Gateway Pizza & Curry
Canadian (New),Milestones
Mexican,Mucho Burrito Fresh Mexican Grill
Sushi Bars,Sockeye Sushi
Cafes,Finlay's East Beach Cafe
Japanese,Sushi Musa
Cafes,Gratia
Mexican,Chipotle Mexican Grill - Coming Soon
Japanese,Victoria Sushi
Breakfast & Brunch,Elena's Country Kitchen
Japanese,The Jin sushi
Greek,Red Rose Restaurant
Seafood,Sundance Seafoods
Pizza,Gateway Pizza
Chicken Shop,Mary Brown’s Chicken
Kebab,Village Donair And Kebab
Pizza,Newton Pizza
Filipino,Ruben's Cafe and Food Store
Burgers,Five Guys
Chinese,Wu Yang Chinese Restaurant
Indian,Curry Bistro
Sushi Bars,Bento Sushi
Salad,The Wholebowl
Chinese,Lin's Neighbourhood Chinese Kitchen
Indian,The Great Indian Cuisine
Burgers,Donegal's Irish House
Vietnamese,PHO 777 Vietnamese Restaurant
Breakfast & Brunch,Tim Hortons
Pizza,Uncle Fatih's Pizza
Sandwiches,Subway
Fast Food,Taco Bell
Chicken Wings,House Of Chicken
Bowling,Sandcastle Bowl Bar & Grill
Salad,Freshii
Japanese,FusionCore Japanese Eatery
Chinese,Chan's Palace
Falafel,Crispy Falafel
Burgers,Five Guys
Food Court,Chan's Kitchen
Chinese,Penang Szechuan Cuisine
Vietnamese,Super Pho Vietnamese Restaurant Surrey
Restaurants,Basant Sweet House
Japanese,Hirame
Japanese,Akane Japanese Restaurant
Fast Food,McDonald's
Indian,The Kabab Factory
Portuguese,Barcelos Flame Grilled Chicken
Indian,Krishna's Dosa Grill
Indian,Mahaveer Chefs choice
Food Delivery Services,Gravy Boat
Indian,The Yellow Chilli
Japanese,Sushi Mate Japanese Restaurant
Burgers,Burger Heaven
Pizza,Pizza Avenue
Indian,Tasty Planet
Sandwiches,Big Star Sandwiches
Gastropubs,The Henry
Food Trucks,Taste of Heaven
Breakfast & Brunch,White Spot - Guildford
Italian,Aaron's Restaurant
Steakhouses,The Keg Steakhouse + Bar
Coffee Roasteries,Islands Café
Cafes,Kamini's Corner Cafe
Vietnamese,Pho Triple 3
Sandwiches,Subway
Indian,Samosa Village
Vietnamese,I Am Pho
Pizza,Delice Pizza & Pasta
Pizza,MN’A Wings Corner
Chicken Wings,Wild Wing
Salad,The Chopped Leaf - Langley North
Mexican,Chipotle Mexican Grill
Sandwiches,Columbia Street Sandwich
Japanese,Kami Strawberry Hill Japanese Restaurant
Bars,Sahota's Live Grill
Indian,Urban Masala & Grill
Canadian (New),Browns Socialhouse Walnut Grove
Chicken Shop,Mary Brown’s
Pizza,Famoso
Diners,Brogan's Diner
Restaurants,Cafe Nelly
Venues & Event Spaces,Dhaliwal Banquet Hall
Indian,Anjali's Dosa Garden
Hot Dogs,Punk Dog
Juice Bars & Smoothies,Hangry Health Bar
Sri Lankan,East West Fusion Kitchen
Pizza,Boston Pizza
Japanese,Kim Chi Palace Restaurant
Italian,Assini Greek Restaurant
Greek,Bozzinis Restaurant
Indian,Kesari
Taiwanese,Rong Rong Tea House
Gastropubs,Townhall Langley
Indian,Pinch of Spice
Mexican,Mucho Burrito Fresh Mexican Grill
Pizza,Glenwood Pizza & Pasta Shop
Filipino,Eats 23 Pinoy Bistro
Bakeries,Minute Bakery
Pizza,Pan2Plates
Diners,Denny's
Vegetarian,Namdhari's Punjabi Spice Restaurant
Burgers,Red Robin Gourmet Burgers and Brews
Sushi Bars,Sushi Gio
Pizza,Lazeez Pizza & Kabob House
Japanese,Hyack Sushi
Indian,Green Indian Cuisine
Halal,Madina Restaurant
Food Trucks,Veg Out
Middle Eastern,DineHall
Breakfast & Brunch,De Dutch
Bangladeshi,Bengal Grill
Canadian (New),Muzaffar Raja
Indian,Desi Tadka Indian Cuisine
Burgers,DQ Grill & Chill Restaurant
Fish & Chips,C-Lovers Fish & Chips
Breakfast & Brunch,Ricky's All Day Grill
Mediterranean,Sinbad Mediterranean Grill
Salad,Freshii
