county,embedding
Polk Nebraska,"-0.05726932, 0.09084557, 0.00866749, 0.02534465,-0.04560706,-0.0329548 ,-0.01183188,-0.00199746, 0.02041952, 0.02677494,-0.01390135,-0.01104952,-0.00803666,-0.0213526 ,-0.01190527,-0.00352684, 0.01373794, 0.00537284,-0.02469854, 0.03012148,-0.00760139,-0.00396048, 0.02568721, 0.00881566, 0.01227927,-0.00961104,-0.00674287, 0.02689926, 0.01607115,-0.01914119,-0.00613632,-0.00565561,-0.02596894, 0.00145386,-0.00948252, 0.01004818,-0.00324183,-0.01271498, 0.00886118,-0.0259308 ,-0.01266024, 0.01277344, 0.00800676,-0.00480898,-0.00357021,-0.00546616, 0.03534435,-0.0060755 ,-0.01441615, 0.00359498"
Polk North Carolina,"-0.02570404,-0.00679585, 0.00583809,-0.03711453,-0.00251887,-0.00041517,-0.00347291,-0.00689672,-0.02854476,-0.00049783, 0.00877487, 0.00961538, 0.00548503,-0.0005666 ,-0.02458141, 0.00506516,-0.00984498, 0.01573497,-0.0009619 ,-0.01363852, 0.00241545,-0.00604247, 0.01651867, 0.00376821, 0.00254638,-0.01171971,-0.00711604,-0.00194046,-0.01804501, 0.01086043,-0.00057886,-0.01160762,-0.00408495,-0.00293607, 0.00086693, 0.00394041, 0.00352623, 0.00257778,-0.00158559, 0.01162785,-0.00696111,-0.00476086,-0.00531775, 0.00153999, 0.00672984,-0.00446736, 0.00296492,-0.00678933,-0.00695257,-0.00168969"
Polk Oregon,"-0.01474558,-0.03087262,-0.00436696,-0.02878149,-0.02079121, 0.02410945, 0.01489993,-0.02698377,-0.00091736, 0.00600301,-0.00291298, 0.01361448,-0.00346979, 0.00577715, 0.00855474, 0.00916936, 0.00721394, 0.01329689, 0.00127604,-0.0022799 , 0.01905471, 0.00361753,-0.01256328,-0.00761658, 0.00501096, 0.00267746,-0.01057894, 0.00305908, 0.01497948, 0.0010655 , 0.00515507, 0.0096666 , 0.00078434, 0.01310338, 0.00630891,-0.00971008,-0.00528985,-0.00436697, 0.00778122, 0.0058059 ,-0.01405629, 0.00538157,-0.00594206,-0.00326214,-0.00144517,-0.00984482,-0.00858404,-0.0084688 ,-0.00619097,-0.00530137"
Polk Tennessee,"-0.01191465, 0.03439111, 0.02021115,-0.01503752, 0.02032711,-0.0316262 ,-0.02680223, 0.00342278,-0.00107471, 0.00888674,-0.00145431,-0.02209895,-0.01498369,-0.01645924, 0.00216322, 0.00046447,-0.00311777,-0.00270016,-0.00822871, 0.00498314,-0.01392204,-0.00265842, 0.02131928, 0.02504107,-0.02620874, 0.00568397,-0.00094365,-0.00185554,-0.01203477, 0.01180562,-0.02165386,-0.008544  , 0.00538948, 0.00342006, 0.00956348,-0.01177902, 0.00623509, 0.00863946,-0.00648659, 0.00361324,-0.01801972, 0.0034817 , 0.00921518, 0.01172082,-0.01288932,-0.00093912, 0.00749152,-0.01480008,-0.01051277, 0.00826965"
Polk Texas," 6.3272163e-02,-2.7090510e-02, 5.9104245e-03,-6.0326561e-02, 1.0456742e-02, 2.9965122e-03,-1.1307906e-02,-5.8412733e-03, 2.5639413e-02,-3.3072005e-03,-3.2276902e-02, 8.3359337e-05,-6.8047969e-03,-5.5879625e-03,-9.5362280e-04,-4.7546234e-03,-1.3419803e-02, 1.4350790e-03, 4.9005444e-03, 1.5782541e-02, 8.6611049e-04,-5.9431139e-04, 5.0198603e-03, 5.9632142e-04,-7.7802003e-03, 1.6869238e-02,-3.6301531e-03, 1.2672670e-03,-5.6319027e-03,-3.3006035e-03,-5.9451405e-03, 3.9654882e-03,-5.7823269e-04, 6.2455895e-04,-4.1949670e-03,-8.7775690e-03,-1.2939647e-03,-1.3265879e-02,-4.5753107e-03, 1.1766322e-03,-3.7831126e-03, 2.5326647e-03,-9.2516391e-04,-3.9201006e-03,-7.0003336e-03,-2.1805677e-03, 3.3548682e-03, 3.5711394e-03,-7.7791996e-03,-8.5049858e-03"
Polk Wisconsin,"-3.9179225e-02, 9.4291531e-02, 2.4429999e-02,-6.0712155e-03,-2.2457184e-03,-2.4654115e-02,-1.1346933e-02, 7.7363220e-03,-7.7686510e-03,-5.2410820e-03, 2.2972304e-02,-1.1195083e-02,-4.9075177e-03,-3.0087552e-03, 1.9529023e-03, 2.7610343e-03,-9.5589003e-03, 2.0156160e-02, 4.5274831e-03,-1.3195717e-02, 1.0711009e-03, 7.5278203e-03,-8.9597097e-03,-9.1427460e-04,-5.6124693e-03, 1.0465932e-02, 9.9996058e-03,-2.7638145e-03,-3.4229085e-03, 3.6615529e-03,-2.5840034e-03,-1.0040561e-03, 1.3546653e-02, 1.5616849e-02,-1.5533817e-05,-7.7500353e-03, 5.2427649e-03, 1.0181773e-03,-8.8553419e-03, 6.5957117e-03,-5.3846897e-03,-4.7014635e-03, 1.3030847e-03, 4.9735107e-03, 4.2785838e-04, 4.7565638e-03, 6.6851056e-04, 4.8437677e-03, 2.6584431e-03,-5.1807375e-03"
Pondera Montana,"-0.00812441, 0.06301961,-0.00466724, 0.04512884,-0.02203298,-0.01614988, 0.0163979 , 0.02963967,-0.0342103 , 0.01354151,-0.00268334, 0.02720643,-0.05445714,-0.04659057, 0.00305192,-0.06488826, 0.00091269, 0.02380545,-0.01253677, 0.02930689, 0.00589699, 0.00514018,-0.0134634 , 0.02040946, 0.01861351,-0.02678333, 0.01776158, 0.02897928, 0.013515  , 0.01779169,-0.01552817,-0.0191766 , 0.01445049, 0.0200475 ,-0.02904845, 0.00166186,-0.00132749,-0.00336452, 0.01010974,-0.03249795, 0.01764407, 0.00806576,-0.01091567, 0.01938234,-0.0134437 ,-0.0067498 , 0.04741944, 0.01480983, 0.00630057,-0.02198798"
Pontotoc Mississippi," 0.01425104,-0.03033061,-0.01314783,-0.00791114, 0.02814808, 0.00839218,-0.00021123, 0.00568758, 0.00447498,-0.00438121, 0.00914854, 0.01932427,-0.00676314,-0.00177854, 0.0338333 ,-0.02689641,-0.0012036 ,-0.01515037, 0.01522159, 0.01316454,-0.01570676,-0.01398705, 0.00698724,-0.00267282, 0.00677754, 0.00529326, 0.0073241 , 0.00898862,-0.00423893,-0.01158273, 0.0002464 , 0.00361037, 0.00732436, 0.00795502,-0.00289694, 0.0065588 , 0.00553537,-0.00827975,-0.00617985, 0.00031801, 0.00713961,-0.00466127,-0.0047283 ,-0.0151076 ,-0.00500294, 0.01351497, 0.00852787,-0.00127778,-0.01137728, 0.005602  "
Pontotoc Oklahoma,"-0.00623283,-0.04130978,-0.00247045,-0.00509357, 0.00452019,-0.00312613, 0.00779649,-0.01323015,-0.01288563, 0.01335299, 0.01303145, 0.00035039,-0.00017968, 0.01547173, 0.00660386,-0.00413164,-0.00839301, 0.01030079,-0.00646677,-0.01701198, 0.01703819, 0.00198345, 0.00120497, 0.00760066, 0.00775028,-0.00626699, 0.01058344, 0.0057073 , 0.00028084, 0.01435617, 0.00706017,-0.01095775, 0.00855153,-0.00264424, 0.00893401, 0.01836006,-0.00482898,-0.00064068, 0.00484204,-0.0118425 , 0.00351888,-0.0128788 ,-0.00529724,-0.00502686, 0.01291507, 0.0128798 , 0.00264694,-0.00817699,-0.00737118, 0.00060837"
Pope Arkansas," 0.01886347,-0.0516121 ,-0.05206412, 0.02771835, 0.00127809,-0.01508451,-0.00257525,-0.00330677, 0.00252335,-0.00371979, 0.00483828,-0.00722869,-0.00289413, 0.00608443,-0.00771802, 0.00089411,-0.00884037, 0.00668049,-0.01678582,-0.01105956, 0.00156139, 0.00607218,-0.00893425, 0.00871533, 0.00110781, 0.00148024,-0.0098404 ,-0.00830672, 0.00164227, 0.0004484 , 0.0051136 ,-0.01155032,-0.00792218,-0.00661878, 0.00287521, 0.00398249,-0.004924  , 0.00862039, 0.00317753, 0.01191735, 0.00037944, 0.00335991,-0.00028049,-0.00113495, 0.00480164, 0.01289578, 0.00158693, 0.00362518, 0.00235912, 0.00050941"
Pope Illinois," 1.0444568e-02,-2.8710876e-02,-1.6814876e-02, 3.3114760e-03, 3.0878268e-02, 5.0147939e-03,-1.4533288e-02,-6.3512838e-03,-1.1205325e-02,-7.8565702e-03,-1.0018259e-02,-2.5014912e-03, 5.4255021e-03, 5.6483289e-03,-7.3911450e-03,-3.4048692e-03,-7.8451186e-03,-1.4785519e-03,-1.2531660e-02,-1.8248659e-02, 6.1365780e-03,-2.0864753e-03, 1.6769223e-03, 2.5108796e-02, 5.8626868e-03, 1.1849473e-02,-8.4657082e-03, 1.5549878e-04,-4.8812290e-04, 1.6412591e-03,-3.4058338e-03,-6.7968766e-05,-6.2872064e-03,-1.5418077e-03, 7.1624094e-03, 3.4061715e-03, 1.6137213e-03, 8.4270127e-03, 9.7274943e-04, 8.7277703e-03, 3.2143344e-03,-1.3331947e-03, 5.8710959e-04,-1.5010368e-03, 1.4854342e-03, 1.2198465e-02,-4.0066829e-03,-2.1043736e-03, 3.7881772e-03,-9.2215082e-03"
Pope Minnesota,"-0.0407196 , 0.0688783 , 0.03801008, 0.00802354,-0.02408311, 0.00599502,-0.01629266,-0.04660391, 0.00260099, 0.05001001, 0.02329949, 0.04936491,-0.05327936,-0.03581421, 0.02026442, 0.03153022,-0.02138235,-0.02703504, 0.00773536,-0.02247885, 0.02445253, 0.00910273,-0.01441127,-0.00132222,-0.01760654, 0.01945428, 0.015118  ,-0.003472  ,-0.00818416,-0.02445832, 0.00694889, 0.00903018,-0.00192566,-0.00422516, 0.00739827, 0.01663219,-0.01546312,-0.02576307,-0.00470594, 0.0015113 ,-0.00650149,-0.00782267,-0.0027419 , 0.00202726, 0.00229889, 0.01850919, 0.00234809,-0.00886749, 0.00081624,-0.00705005"
Poquoson city Virginia,"-0.03474666,-0.04098999,-0.02976841,-0.0100114 , 0.03070837, 0.0077523 , 0.04230806, 0.00703706, 0.00701955,-0.03166794, 0.06437185,-0.03992328,-0.00992263,-0.03180346,-0.01321753,-0.01371238, 0.00492212,-0.0044216 , 0.01050671,-0.00396774, 0.00426768,-0.00941605,-0.04238959, 0.0316153 ,-0.02404595, 0.04161714, 0.00965485,-0.01261137, 0.0064562 ,-0.01195633,-0.00425263, 0.00713654,-0.00176639, 0.00610852, 0.03500817,-0.0033795 , 0.00649831, 0.00148498,-0.00258578, 0.01442613, 0.01115425, 0.01916749, 0.00786937, 0.00565768,-0.01508125,-0.02584291, 0.00121258,-0.01950635, 0.01841547, 0.02627594"
Portage Ohio,"-0.02870136,-0.01767084,-0.03321242, 0.00977272,-0.02513757, 0.00611183, 0.0127167 , 0.00048766, 0.0116251 ,-0.00331313, 0.00661507,-0.01727953, 0.01266583,-0.01645677, 0.00203874,-0.00072473,-0.01377985, 0.0147372 ,-0.00163174,-0.00941533,-0.00588742, 0.01126575, 0.0098001 , 0.01337027,-0.00286544, 0.00376365, 0.00114374, 0.0085964 ,-0.00628343, 0.00474699,-0.01716135,-0.01028776,-0.00136418,-0.0009304 ,-0.00642834, 0.00699295,-0.00590394,-0.00386863, 0.01493395, 0.00537459, 0.00260918, 0.00609776,-0.0018564 , 0.00800506, 0.00469532,-0.01435708,-0.00351591, 0.01092423, 0.00294417, 0.00012204"
Portage Wisconsin,"-0.01908914, 0.02542653, 0.02081477, 0.00971549,-0.0068596 , 0.01528409,-0.01175407, 0.01446525, 0.00603999,-0.0020344 ,-0.01605571,-0.01301495, 0.00748701,-0.01389045, 0.01247616, 0.00220147,-0.01547937,-0.00916692,-0.02175041,-0.00134462,-0.00521515, 0.02413053,-0.00726206,-0.00264647,-0.00373219,-0.00345709,-0.01633815, 0.03593777,-0.0077784 ,-0.00771328,-0.02055602, 0.00426774,-0.00220842, 0.01988096, 0.00717309, 0.0118379 ,-0.00992251,-0.01285233, 0.00572963, 0.00048594,-0.02248458, 0.0038446 ,-0.00240359, 0.00948072,-0.00416693,-0.00896993,-0.00357401, 0.00056322, 0.00030894, 0.0064215 "
Porter Indiana,"-3.5739701e-02,-2.0973202e-05,-7.9286033e-03,-6.3103135e-04,-2.2196043e-03, 2.2515636e-03,-1.3161585e-03, 2.0302534e-02,-1.7842121e-02,-2.1290916e-03, 2.1920991e-03,-3.2053830e-04, 1.2847656e-02,-1.8363493e-02, 3.7697784e-03, 1.7473073e-04,-9.7146054e-04, 1.3220099e-02,-1.7589003e-02, 1.5080776e-03,-5.9205634e-03, 9.4398567e-03,-3.8683084e-03,-9.1676796e-03, 1.4935551e-02, 3.7953395e-03,-8.6975396e-03, 7.4334617e-05, 2.2758855e-03,-1.8077610e-02,-4.0495937e-04,-1.3983359e-02, 2.1409451e-03,-8.2322145e-03, 4.5312447e-03, 8.5311627e-04,-4.2024232e-03, 1.9402690e-03, 1.6555049e-02,-6.1873398e-03,-1.4870619e-02,-1.7769320e-03,-5.0789164e-03, 9.7208191e-03,-2.6025577e-03, 9.7528053e-03, 1.5576624e-02, 1.7575144e-04,-6.3778618e-03,-2.3059926e-03"
Portsmouth city Virginia,"-3.28516657e-03,-3.92736010e-02,-3.11290642e-04, 4.44829576e-02, 4.33586985e-02, 3.59213315e-02,-9.87387635e-03,-9.15923156e-03, 7.45283114e-03,-1.22686215e-02, 4.12860885e-02,-1.65873040e-02,-6.62379258e-04,-1.37905357e-02,-4.32718406e-03,-9.49949119e-03, 1.30818887e-02,-8.86692200e-03,-6.24878041e-04, 1.65181458e-02,-1.73241161e-02, 8.11187085e-03,-1.46785937e-02, 2.41021179e-02,-1.55143521e-03, 1.08542284e-02, 2.01102328e-02,-2.18902696e-02,-3.10302060e-03, 1.42545835e-03,-9.68051981e-03, 2.10926794e-02,-6.50547398e-03,-1.22938892e-02, 2.06808513e-03,-8.84045102e-03, 1.61830592e-03, 3.43459472e-03,-5.34197967e-03,-1.13646723e-02,-1.49836829e-02, 7.18121091e-03, 1.05268760e-02,-1.44830986e-03, 2.70304549e-03,-4.06248914e-03,-1.41563043e-02, 6.44295578e-05,-8.40506610e-03,-6.06089411e-03"
Posey Indiana,"-3.92356440e-02, 2.13321368e-03, 5.97893028e-03, 2.73177046e-02, 1.92696154e-02, 2.32570954e-02, 1.31841227e-02, 2.01793462e-02,-1.12598911e-02, 2.65239626e-02,-3.04028648e-03,-5.88991307e-03, 6.32962538e-03, 1.18367160e-02, 1.69286896e-02,-1.20708076e-02, 2.99270148e-03,-4.16400318e-04, 3.27675673e-03, 6.77250864e-05, 6.80726254e-03,-1.05822384e-02,-4.00373712e-03, 1.67586212e-03, 2.19688448e-03,-8.27253237e-03,-1.84087809e-02, 1.77117456e-02, 1.00129545e-02, 5.55539550e-03,-4.78706276e-03, 3.12791229e-03, 9.02131386e-03, 6.17116177e-03, 4.67199413e-03,-2.87018553e-03, 8.33761692e-03,-1.03552938e-02, 2.60747550e-03,-1.05878746e-03,-6.72449300e-04, 4.99493582e-03,-1.33622559e-02, 8.25595949e-03,-5.69444965e-04, 5.42623922e-03,-7.15060160e-03,-8.92808102e-03,-4.87912633e-03,-7.61486473e-04"
Pottawatomie Kansas,"-2.08386816e-02,-4.32034163e-03,-9.29991901e-03, 5.89886773e-03, 1.67308785e-02,-1.81649346e-02,-2.25714687e-02, 2.22940315e-02,-2.55689630e-03,-1.19688148e-02, 1.21043026e-02, 1.07830567e-02,-3.10382503e-03, 4.05076938e-03, 5.41154877e-04,-2.83435365e-04,-3.22652748e-03, 8.66016466e-03,-2.51970417e-03, 1.14834849e-02,-5.58348978e-03, 2.11504921e-02,-5.94386086e-03, 1.09231183e-02, 1.21497670e-02,-1.16989054e-02,-4.18306747e-03, 1.10202767e-02, 3.94901587e-03, 4.51438449e-04,-3.34810396e-03,-1.34031912e-02,-3.76333017e-03,-4.74247197e-03,-2.39830697e-04, 1.57360118e-02, 1.39303342e-03, 1.08445715e-02, 6.23877626e-03, 8.16762540e-03, 2.04624073e-03,-4.70459973e-03, 1.28680635e-02,-1.63452681e-02, 1.24566758e-03,-4.11559486e-05, 3.54612083e-03, 1.11234812e-02,-2.45150737e-03,-2.02313787e-03"
Pottawatomie Oklahoma," 0.05658855,-0.06970902,-0.03686797, 0.01352794, 0.03064893,-0.00865842,-0.01276784, 0.00118652, 0.01455063, 0.01912227,-0.00392235,-0.01982948,-0.01137015,-0.00462827,-0.0005017 , 0.00543176,-0.00749192, 0.01528637,-0.01127341,-0.02296955, 0.01575504,-0.00094798, 0.00447484, 0.00427695, 0.00157114, 0.00943692,-0.00396879,-0.00573911, 0.00022139, 0.00698828,-0.0192729 , 0.00296395,-0.00562642, 0.00286578, 0.01002607,-0.00022404,-0.00573074, 0.00710345, 0.00193832,-0.00229333,-0.00854548, 0.01270799,-0.01437244,-0.00140393,-0.00450647, 0.01282563, 0.00158915,-0.00754723,-0.00330899, 0.00878981"
Pottawattamie Iowa,"-0.00380967,-0.01570784, 0.01437719, 0.02823343, 0.01711068,-0.00486892,-0.02102174, 0.02255252, 0.01623131, 0.01553166,-0.00272667,-0.0138798 ,-0.02275599, 0.00845455,-0.00305926, 0.0106338 , 0.00081867, 0.00557015,-0.01555013, 0.00687006, 0.01482902, 0.01277019,-0.00075681,-0.00242747, 0.00445298, 0.02028034,-0.01348055,-0.00303306, 0.00880337, 0.009347  , 0.01190537, 0.00172979,-0.01065547, 0.00699679, 0.00806307, 0.01238247,-0.00751958,-0.00363027, 0.005391  ,-0.00244657, 0.00813241, 0.00089462, 0.00123784,-0.00210335, 0.00661225, 0.0016326 ,-0.00215684,-0.00789502, 0.0009333 ,-0.00109826"
Potter Pennsylvania,"-0.05793236, 0.08855192, 0.01049354,-0.00818491,-0.0154738 ,-0.00283888, 0.03724824,-0.00576296,-0.03592949, 0.00749473,-0.00135334,-0.00520298, 0.03658511,-0.00354515, 0.02001616, 0.02530305,-0.00698707, 0.0217938 , 0.00829645, 0.02939681,-0.0033934 , 0.00975625, 0.00144475, 0.00034526, 0.01436829,-0.01738766,-0.00151484, 0.00216364,-0.00696838, 0.00486008, 0.00368705,-0.00819859,-0.00074777, 0.00821991, 0.00905239, 0.02121692,-0.00465563, 0.01814491,-0.00389556, 0.01259196, 0.01198941,-0.01273923, 0.00782763, 0.00436599, 0.00117115, 0.00794847,-0.00816932,-0.00994005, 0.00998158, 0.00506726"
Potter South Dakota,"-0.10518399, 0.17947333,-0.04892712, 0.01448433,-0.00522616,-0.05362509, 0.05243886,-0.04103738,-0.02043742,-0.07202962,-0.00763789, 0.00572798,-0.02318666,-0.01252095,-0.00269898,-0.02119249, 0.04905939, 0.00827446, 0.01716807, 0.01134061,-0.03166753,-0.02738406, 0.00632176, 0.02447013, 0.00940473,-0.00563677, 0.02832306,-0.02229439, 0.03359397, 0.00404346, 0.02137973,-0.00303216,-0.01393502,-0.02546044,-0.01800355,-0.0428067 , 0.04526947, 0.00907973, 0.00839532, 0.00127091,-0.01191841,-0.01927599,-0.00166478, 0.01343714,-0.00924465,-0.03109433,-0.00527052, 0.00633139,-0.02282472,-0.01246926"
Potter Texas," 3.95409726e-02,-6.27224818e-02,-7.17591494e-02,-1.08039118e-01,-2.15596184e-02,-2.32990459e-02, 2.25376245e-03, 4.06574085e-03, 2.62311548e-02, 1.05330357e-02,-3.27121206e-02, 2.50731036e-03, 2.22278647e-02,-1.53942443e-02, 9.17824730e-03, 5.13974857e-03,-1.20455464e-02, 1.27672087e-02,-2.66796816e-02, 2.50165965e-02, 1.42341731e-02, 4.25684964e-03,-6.13322435e-03,-2.47943727e-03, 1.47371655e-02,-1.72333175e-03,-7.70982169e-03, 8.41758773e-03, 7.47293560e-03,-4.39273380e-03,-9.35067947e-04,-1.82138495e-02,-7.57131400e-03, 2.32129041e-02, 1.38853630e-02,-1.12722786e-02,-4.00341302e-03,-4.65574162e-03,-2.66668424e-02,-2.11644825e-02, 1.57894492e-02, 8.18237662e-03, 8.37884564e-03,-6.60517660e-04,-2.14097532e-03,-5.86639112e-03, 1.57680525e-03,-8.49803165e-03,-9.80428813e-05, 9.16536525e-03"
Powder River Montana," 7.40256859e-03, 1.09370261e-01, 8.97621363e-02,-3.15797552e-02,-2.94094924e-02, 4.93808724e-02,-5.36836460e-02,-1.44340089e-02,-1.77993532e-02, 1.11163408e-02,-1.37182595e-02,-7.09738359e-02,-8.20216462e-02, 3.16353887e-02,-2.89653298e-02, 8.99417792e-05,-3.33718606e-03, 5.05976938e-02, 2.65703294e-02, 1.07393777e-02, 1.44451177e-02,-4.75725681e-02,-4.69450392e-02,-7.68239750e-03, 2.14793906e-02, 5.00662625e-02,-1.23595344e-02,-3.64629067e-02,-3.30538265e-02, 4.86942232e-02,-9.55741014e-03,-7.20759714e-03, 4.52006720e-02, 9.06492991e-04,-5.09240814e-02, 1.51622118e-02, 3.47505696e-02, 1.45182414e-02,-1.13005145e-03, 1.03298519e-02,-2.04767324e-02, 4.92847618e-03, 1.97282135e-02, 1.53780822e-03, 3.46779115e-02,-2.35988628e-02,-2.04885304e-02, 2.69730855e-02,-4.45985906e-02,-9.88495722e-03"
Powell Kentucky,"-2.4385322e-02,-6.6102728e-02,-4.4170422e-03, 1.9687304e-02,-9.3223536e-03, 1.7773921e-03, 8.4304828e-03,-1.0275290e-02,-9.1802524e-03, 1.4889403e-02, 6.4024674e-03, 1.2959435e-02, 2.7118656e-03, 1.2820129e-02, 4.8977328e-03,-8.9354534e-03,-2.6947120e-03, 1.3846278e-03, 7.5706081e-03, 7.8421300e-03, 4.3911888e-04,-1.2529016e-02,-7.4167685e-03, 3.5144070e-03,-4.9878447e-03, 1.0714000e-02,-4.2237337e-03,-1.3615604e-03,-8.8347970e-03, 1.3848129e-02, 1.6824009e-02, 1.0125147e-02, 1.5482247e-02,-3.4798495e-03, 9.0873707e-03,-1.9308841e-03, 1.7738994e-02, 6.5193973e-03,-1.1090172e-02,-7.4503361e-03, 1.9746521e-02,-8.2627730e-03, 1.1625366e-02, 1.3565118e-02,-3.4945714e-03, 1.1326958e-03,-2.3681384e-03, 3.0114856e-03, 8.9756036e-03, 4.8547943e-05"
Powell Montana," 0.0068415 , 0.00835891, 0.02918508, 0.02925359, 0.00290705, 0.02840652, 0.00117356,-0.03073168,-0.02761958, 0.01807793,-0.01752246,-0.0074979 ,-0.03551003,-0.0156309 , 0.0102287 ,-0.00115704,-0.00639411, 0.04803759, 0.01162447, 0.00633501, 0.01090198,-0.02477609,-0.00602103,-0.02698093,-0.01833528,-0.00682591, 0.0047343 , 0.02160133, 0.00380029, 0.01503124,-0.01932689, 0.01823155, 0.04616919,-0.01700559,-0.00024226, 0.0148348 , 0.00414884,-0.00146404,-0.0082434 ,-0.01285633, 0.01070684, 0.01206329, 0.00744845, 0.00639602, 0.00865216,-0.01198503,-0.00357469, 0.01216501, 0.01135721,-0.01710157"
Power Idaho,"-0.01906343, 0.07377465, 0.01255036,-0.06031459,-0.03204532,-0.04577227, 0.00598989, 0.00370606, 0.04042805,-0.03290385,-0.01691332,-0.01891265,-0.00397964, 0.00577102, 0.03867752,-0.01493076, 0.04252498,-0.03517381, 0.019586  , 0.01023115,-0.03828379, 0.05553721, 0.00949711,-0.04057834, 0.00395999,-0.01281136,-0.01593608,-0.00124855,-0.02692518,-0.02325333, 0.00354632, 0.0049006 ,-0.02352116,-0.01982109, 0.00687128, 0.00358495,-0.00813064, 0.02090287,-0.00028085, 0.03199515, 0.00687062,-0.01098519,-0.00270096, 0.00612608,-0.02477231, 0.01630406, 0.00265501, 0.01380726, 0.01479937, 0.0290488 "
Poweshiek Iowa,"-1.2324153e-02,-3.0714625e-03, 5.7155429e-03, 2.9239986e-02,-5.0225817e-02, 1.2699104e-02,-2.3205545e-02, 8.0024637e-03, 6.7160733e-02, 4.2956587e-02, 5.8217486e-03,-2.8655995e-02,-1.3430997e-02, 1.5900157e-02,-1.0251770e-02, 1.5850307e-02,-2.0970965e-02,-1.2460281e-02,-8.2616620e-03, 4.0848169e-04, 3.4406458e-03, 1.5484973e-02, 6.6295848e-03, 4.3590713e-04,-3.2201123e-03,-1.2787754e-02,-2.5584502e-02,-9.8279109e-03,-1.1147935e-02,-2.1776067e-02, 1.2412645e-02,-2.1612705e-03,-1.9357515e-02,-2.2302415e-02, 1.9677425e-02, 1.6699007e-02,-1.2408094e-02, 4.4819885e-03,-6.8916446e-03, 1.1401954e-02,-1.7278489e-02,-7.6824173e-05,-4.2934835e-04,-5.5099102e-03,-9.8246168e-03, 3.2521794e-03,-9.9571580e-03, 8.0221817e-03, 1.1876414e-03,-4.5901965e-03"
Powhatan Virginia,"-0.03997731,-0.022468  , 0.01599893,-0.0048248 , 0.00723636, 0.01486036, 0.01096013,-0.01639833,-0.02456078,-0.01347794, 0.01383355, 0.01974936, 0.00739912, 0.01142853,-0.00595576, 0.0125635 ,-0.00486084, 0.01062554, 0.00711087,-0.0101956 , 0.00354463, 0.01161746,-0.01664688, 0.00226582, 0.00924508,-0.00636681, 0.01094915,-0.01129444,-0.00641814, 0.00523956, 0.00474177,-0.0014325 ,-0.00976716,-0.00393993, 0.00964649,-0.00199842,-0.00459787,-0.00836621, 0.00109539,-0.01454699, 0.00258777,-0.01565646, 0.00081843,-0.00193957, 0.00446137,-0.00512229,-0.00393213,-0.00060462,-0.00610723, 0.0063577 "
Prairie Arkansas,"-0.00335308,-0.00517935,-0.02692238,-0.01037771,-0.01075351,-0.02488142, 0.01265427,-0.00949161, 0.00888248, 0.01290741,-0.02224641, 0.01247672,-0.0042979 ,-0.01111227,-0.02114993, 0.01786114, 0.00239641,-0.01093271, 0.0050157 ,-0.01319523, 0.00255164,-0.01701338,-0.00362014,-0.00326175,-0.00270693, 0.0030244 ,-0.00524902,-0.00411346,-0.01300258, 0.00183531, 0.0079435 , 0.01177354, 0.00253783, 0.00449649,-0.00733466, 0.00116609,-0.00806524, 0.01550924, 0.00039991,-0.01421319,-0.00570174, 0.00407589, 0.00441301,-0.01012759, 0.00404917, 0.01418945, 0.01633469, 0.00299967,-0.00151357,-0.00495951"
Prairie Montana," 0.02622944, 0.07322224, 0.04441793, 0.00914502, 0.02709565, 0.06939635,-0.0554111 ,-0.02668705, 0.00881634, 0.01516336,-0.07317732, 0.03421861,-0.04037492, 0.07118014, 0.03229655, 0.00581969,-0.00276105, 0.01917861,-0.07612012,-0.03616522, 0.00721148,-0.04139771,-0.06259906,-0.04663211, 0.03485861,-0.00971963,-0.00714094,-0.03365028,-0.0086345 , 0.00287151, 0.00270277, 0.03793468, 0.0122145 ,-0.02658514,-0.01984379,-0.00898214, 0.01583031,-0.02705491,-0.00443536, 0.05758727, 0.01273748, 0.03750376, 0.00496402, 0.05551077, 0.0118279 , 0.01017585,-0.02282868,-0.00592599, 0.04349303,-0.02734408"
Pratt Kansas,"-9.1000851e-03,-2.2894986e-02,-1.8540274e-03,-2.2152914e-02,-7.5589358e-03,-3.0965757e-02,-5.4544364e-03, 1.1750979e-02,-5.4374253e-03, 1.5178152e-02, 9.3201967e-03, 1.0365364e-02,-3.6579564e-02,-4.3703371e-04, 2.2881458e-02, 6.6711358e-03, 4.2497311e-03, 2.8174078e-02,-1.9123020e-02, 1.3031256e-02,-4.7936030e-03, 9.3216756e-03, 4.2234929e-03,-1.2575862e-03,-8.2581397e-03, 3.2562893e-03,-1.4770198e-02,-3.3569187e-03, 1.5673816e-02,-7.0938120e-05,-4.3050703e-03,-9.9695250e-03,-1.4710098e-02,-7.2164456e-03, 2.6624603e-03,-2.8490736e-03,-1.5152529e-02, 9.8629715e-04,-9.6144322e-03, 1.3199116e-02, 4.2220475e-03,-5.2848570e-03,-1.8071029e-02, 8.4962416e-04,-4.2080046e-03, 2.1697337e-02,-1.3795298e-02, 6.4830841e-03, 7.8501906e-03, 9.7823213e-04"
