county,embedding
Wilson Texas," 1.96140837e-02, 2.86092889e-02,-1.90144014e-02, 1.13615915e-01, 1.64572857e-02,-9.81620327e-03, 1.02575291e-02,-9.92148928e-03, 1.05788745e-02,-5.73471421e-04,-3.64593999e-03, 4.55820095e-03, 4.40142117e-03, 7.14693451e-03,-5.24658863e-05, 4.72189672e-03,-9.28440038e-03,-4.95702121e-03,-1.11093456e-02,-1.41115543e-02, 9.83373355e-03, 1.74559876e-02,-8.38482380e-03, 5.32259094e-03,-1.71635509e-03, 6.96969393e-04,-2.06743687e-04, 4.43394622e-03, 1.99429994e-03, 1.17847160e-03,-3.02944332e-03, 8.02056491e-03, 1.33445498e-03, 3.22199473e-03, 6.06644480e-03,-6.13999553e-03, 7.11285463e-03,-1.82861637e-03,-9.65087675e-03,-4.98007168e-04, 6.09400216e-03, 5.15967282e-03, 3.49959102e-03,-2.49264948e-03,-2.75774463e-03, 7.36398913e-04, 2.64803832e-03, 4.68971487e-03, 9.74661671e-04,-1.18183275e-03"
Winchester city Virginia," 3.22376825e-02,-1.16267791e-02,-4.50078910e-03, 1.80545039e-02,-3.80232073e-02, 6.51312154e-03, 1.59664489e-02,-4.99506667e-03,-4.21840977e-03, 1.00428527e-02, 1.92636345e-02, 1.58901624e-02, 5.88579336e-03, 9.45722871e-03,-7.49113038e-03,-5.77490684e-03, 1.15296198e-03,-7.55825918e-03,-5.70616545e-03, 1.19336043e-03, 3.70514463e-03, 7.08551519e-03,-1.45536056e-02, 3.83996707e-03,-1.98512082e-03,-4.84259916e-04,-1.72599487e-03,-5.99290617e-03, 5.05406316e-03,-1.37314154e-03,-5.74370706e-03, 3.56581574e-03,-1.05380677e-02, 2.35674623e-03,-4.20251454e-04, 2.25599888e-05, 3.39085236e-03,-5.17132087e-03, 3.89913633e-03,-1.62126438e-03, 5.44509524e-03, 1.98218622e-03, 5.50350996e-05, 1.29264325e-03,-3.94814834e-03,-1.35120156e-03, 1.32592826e-03,-3.12520727e-03,-1.00763624e-04, 1.49701751e-04"
Windham Connecticut,"-0.0162255 ,-0.06508641, 0.06253396, 0.04671662, 0.06100581, 0.01684006, 0.00379461,-0.00240219, 0.01525129, 0.02988491, 0.01078689, 0.0314442 ,-0.00148718,-0.01070259,-0.00265502,-0.00033041,-0.0119793 , 0.00594142, 0.01628594,-0.01857963,-0.00470055,-0.0164535 , 0.02040714,-0.00224321, 0.00628876, 0.01702343,-0.00135837,-0.00113257,-0.00183292, 0.00634777, 0.00502939, 0.00190674, 0.01016043, 0.0049341 , 0.00245831, 0.00989094, 0.00299676,-0.00124558, 0.00494008, 0.00339207, 0.0030898 , 0.00398406,-0.00384359,-0.00266319, 0.00476332,-0.01114821,-0.00487847,-0.00435638,-0.00672202,-0.00479574"
Windham Vermont," 1.0341781e-01,-2.1106001e-02, 5.0376542e-02,-5.1112380e-02,-3.7643239e-02, 3.9441962e-02, 8.9351293e-03, 2.2154232e-02, 9.5498348e-03, 1.1254038e-02,-7.4459896e-03, 8.6475434e-03,-4.8966208e-03,-3.4246321e-03,-7.3507181e-03, 1.1217905e-02,-4.7721695e-03, 1.7063636e-02, 7.0009148e-03, 8.7327017e-03,-2.4939794e-03, 3.1573765e-04,-1.8209740e-04,-1.7409355e-03, 3.2091935e-03, 1.9028831e-03,-1.8768826e-03, 4.8362566e-03, 1.6535342e-03, 5.2092872e-03, 3.7712144e-04, 1.3676596e-06, 4.0100133e-03,-1.7087966e-03, 2.7296895e-03,-6.5833344e-03, 1.0940994e-03, 9.4834558e-04,-7.3990913e-04, 5.7497872e-03,-1.7352272e-03, 2.5237391e-03,-8.5731776e-04,-4.8998313e-04,-8.4485888e-04, 9.8388037e-04, 9.7206049e-04, 1.9358273e-03,-1.4756582e-03, 1.1480147e-03"
Windsor Vermont," 1.3332890e-01, 5.5687454e-02, 5.5817630e-02,-3.3693522e-02,-2.9438045e-02, 2.7102144e-02, 1.2247129e-02, 3.8006682e-02, 1.0901840e-02, 1.1558587e-02,-8.6893188e-03, 3.4371227e-02,-2.2468900e-03,-8.7694321e-03, 1.2921465e-02,-3.7698552e-03,-2.8631343e-03,-1.9446252e-03, 2.0557328e-03, 2.0067682e-03,-5.9383730e-03, 8.5477885e-03,-9.1317779e-05, 4.4165291e-03,-2.4447176e-03,-4.6724929e-03,-2.5931285e-03, 5.1775966e-03, 8.0715409e-03,-4.6402975e-03,-4.7278982e-03, 6.3192984e-03,-3.0050001e-03,-6.7700958e-04, 3.2058440e-03,-6.1825034e-03, 5.9478618e-03,-1.4461080e-03, 2.7098509e-03, 1.3736632e-03, 3.2849426e-03,-3.6166266e-03, 4.6569239e-03,-2.6834267e-03, 4.4993791e-03,-2.4006036e-03,-2.9410524e-03, 2.6792618e-03,-3.9417990e-03,-7.2636042e-04"
Winkler Texas," 6.9505781e-02,-2.2125734e-02,-6.3612506e-02, 1.8913026e-01, 6.7735054e-03, 2.0793067e-02,-4.7479708e-02,-4.2353440e-02,-1.9893086e-02,-2.1013819e-02,-2.6336454e-02,-3.1756874e-02, 7.8322161e-03,-5.1730885e-03, 5.7062865e-03,-3.6785763e-03, 1.2053178e-02,-4.9269800e-03,-3.4503338e-03, 4.4622980e-03,-3.9467812e-03, 2.7117613e-03, 5.6206891e-03,-1.7648288e-03,-4.3857684e-03, 6.5679662e-03,-1.0760288e-03,-3.7158231e-04, 1.9064079e-03, 4.1698929e-04, 2.1583585e-03, 5.1816110e-03,-7.2013336e-04, 1.8850826e-03,-1.1835105e-03,-1.1019903e-03,-3.7908456e-03,-1.4077740e-03, 2.3439687e-03, 1.8694079e-03,-2.0511367e-04, 2.5224190e-03, 4.4396832e-03, 5.7917682e-04, 3.2870341e-03, 9.4335177e-04,-1.9652038e-03,-7.4182004e-03, 1.9252871e-03,-1.6993730e-04"
Winn Parish Louisiana," 5.81894219e-01,-8.73594582e-02,-5.68654649e-02,-1.23455234e-01,-5.01553826e-02,-1.35194771e-02, 2.02237051e-02,-1.39314122e-02, 1.13342293e-02, 2.30982434e-03, 3.99933802e-03,-1.46696642e-02,-1.99101935e-03,-2.95360317e-03, 5.36299916e-03, 5.84927853e-03,-4.34589386e-03,-6.16193330e-03, 1.68659014e-03, 3.50106973e-03, 1.95184397e-03, 3.95473558e-03,-4.62741154e-04,-2.24637752e-03, 1.45331060e-03,-1.66029145e-03, 2.95878679e-04,-2.52520829e-03,-1.59058440e-03, 1.09680055e-03, 7.15143513e-04,-9.09132825e-04,-3.24811623e-03, 3.49831062e-05, 1.59394462e-03, 1.16288953e-03,-3.94765375e-04,-1.28611794e-03,-1.79599767e-04, 2.97990977e-04, 3.91807687e-03, 3.98671953e-03, 9.23000742e-04, 9.40812402e-04,-3.30345309e-03,-3.67361074e-03, 7.50749779e-04,-3.27968854e-04,-1.12515198e-04, 1.95770175e-03"
Winnebago Illinois,"-6.0564965e-02,-7.3447600e-02, 4.1182194e-02,-4.9904700e-02, 4.8494134e-02,-5.3344224e-02,-3.2995436e-02,-2.1362729e-02, 2.2552249e-03, 5.5980049e-03, 4.0666363e-03,-6.4123664e-03, 8.6108772e-03,-5.3812349e-03,-1.7108461e-02,-2.4960129e-02, 1.6457183e-02,-9.4554862e-03,-1.6898189e-03, 6.8968902e-03, 2.2996632e-02, 6.4505134e-03,-1.3006470e-03,-5.7553416e-03, 4.8738322e-03, 7.0938733e-03,-2.9922596e-03,-6.3962322e-03, 2.4122921e-06, 1.4083077e-03, 4.2312557e-04,-1.3747903e-03,-4.3110223e-03,-3.0671633e-03, 1.4313013e-05, 1.0389955e-03, 1.3577437e-03, 2.1006374e-03, 9.4053877e-04,-2.1886704e-03, 3.0339780e-04,-3.8502458e-04, 3.6616059e-04,-1.6291832e-03, 7.0646417e-04,-7.2718720e-04,-1.3058146e-03,-8.7988423e-04, 8.3283993e-04, 1.3247138e-03"
Winnebago Iowa,"-2.35831235e-02, 1.00957893e-01,-7.57377129e-03,-3.07621458e-03,-1.38663948e-02, 3.57888959e-04,-1.81558244e-02,-9.71390051e-04,-1.38657913e-02, 2.09461860e-02,-3.03330203e-03,-2.68923724e-03,-3.30919237e-03, 1.29240833e-03, 6.76858425e-03, 7.84938131e-03, 1.27912965e-02, 1.33446846e-02, 4.06495668e-03,-9.36136860e-03,-6.97948691e-03,-5.08461474e-03, 4.37268009e-03, 3.95817729e-03, 1.08913714e-02, 2.92683439e-03, 2.21421346e-02, 1.23482309e-02,-1.42908506e-02,-1.15463473e-02, 1.29805598e-03,-2.83802603e-03,-1.06797358e-02, 3.43374931e-03, 2.11886084e-03,-2.63512623e-03,-1.57226794e-04, 1.54174969e-03, 4.26940940e-04,-6.82610611e-04,-2.61434191e-03, 1.86705860e-04, 6.44098676e-04, 1.83663552e-03, 4.71575739e-04, 8.25970983e-06,-5.10648999e-04,-3.29847651e-04,-7.39016628e-04, 2.61104724e-04"
Winnebago Wisconsin,"-6.18043393e-02,-3.38873416e-02, 7.96641037e-02, 9.19794478e-03, 1.94163509e-02,-7.43750669e-03,-2.65718512e-02, 1.65716128e-03, 3.30083282e-03, 1.50050856e-02,-2.51607653e-02, 1.14600174e-02,-1.43296998e-02,-1.58668067e-02, 2.38438006e-02,-4.91420599e-03, 3.61908344e-03,-1.34752051e-03,-3.43834702e-03,-7.69776944e-03,-1.05940690e-02, 9.87811247e-04, 3.79177555e-03,-2.25032028e-03,-3.98802664e-03,-1.37739687e-03,-3.29305022e-03,-2.42877216e-03,-1.48237275e-03,-7.87678116e-04, 2.21081637e-03,-5.50585333e-04,-2.18219031e-03, 9.42758488e-05,-3.11349775e-03, 2.42071389e-03, 6.52706251e-04,-1.90752582e-03,-5.16069587e-04,-2.44413532e-04, 1.49129090e-04,-1.20371966e-04, 3.69836926e-04,-1.11343316e-03, 1.19693432e-04, 9.83412829e-05,-7.36507864e-05,-4.22226207e-04,-1.97202608e-04,-3.88557419e-05"
Winneshiek Iowa," 4.2705402e-02, 6.5721154e-02, 1.7230285e-02,-2.7098710e-02,-1.9059138e-02, 2.6154784e-02,-3.2703250e-03, 1.1451053e-02, 7.7386163e-03,-8.4387036e-03,-2.3468073e-02, 1.0701042e-02, 1.2704494e-02, 1.2195021e-03,-3.7664804e-03, 3.0309130e-03,-7.3234560e-03,-1.3000624e-03, 9.2072063e-04,-9.4310846e-03, 1.1382132e-02,-3.4245828e-03,-4.5734327e-03,-3.3233319e-03, 1.1130843e-03, 2.7347126e-03, 7.5219609e-03, 2.5940544e-04,-9.1096666e-03,-2.0856361e-04,-1.1071365e-02,-1.7927962e-03, 3.4594517e-03, 3.4590485e-03,-5.9531531e-03,-2.9980163e-03, 3.5936555e-03,-1.4297607e-03, 5.2365395e-03,-9.0964016e-04, 2.9295328e-04,-3.7422266e-03, 2.4587518e-04, 2.5793761e-03, 7.3401738e-05,-6.5901806e-04, 4.2257775e-03,-3.2277924e-03,-2.4077056e-03,-2.8751168e-04"
Winona Minnesota," 5.6356504e-03, 1.6031282e-03, 4.2911738e-02,-3.1460088e-02, 1.8402772e-02, 3.4540901e-03, 2.2546744e-03,-6.0218349e-03, 2.1842325e-02,-8.3505111e-03, 4.9222908e-03, 1.3082447e-02,-1.7845347e-05, 6.0157389e-03,-4.4282670e-03, 1.2793298e-02, 1.8490680e-03, 1.2973277e-02, 1.0616790e-02,-1.5952295e-02, 3.9387266e-03,-2.3415363e-03,-7.1873050e-03,-4.3090181e-03,-5.1967212e-04, 3.1550229e-03,-1.1439402e-02, 2.3528712e-02, 1.1025045e-02,-1.3640714e-03,-5.0000465e-03, 2.2732541e-03, 9.0789096e-03,-2.6233671e-03,-2.8920027e-03,-1.8520055e-03,-2.0563081e-03,-3.7507440e-03,-1.5050462e-03,-2.0308332e-03, 2.5161339e-03,-2.4910423e-03,-1.5590306e-03, 3.5428016e-03,-1.8181248e-03, 1.7702339e-03,-3.3759166e-04, 3.3038270e-03, 2.0514077e-03, 4.2040474e-04"
Winston Alabama," 5.2330818e-02, 3.0630725e-02,-7.4960858e-02, 3.2140356e-02, 1.0149808e-03,-4.3493137e-02,-7.5586117e-03, 1.9029176e-03,-1.2119608e-02,-2.7987203e-02,-2.4578698e-02, 9.1396272e-03, 1.1482604e-02,-9.1780499e-03,-1.3778129e-04,-6.9199624e-03,-1.0204772e-03,-7.0437044e-03,-6.3520079e-03, 6.6242139e-03, 6.7539481e-03,-7.5854370e-03, 1.4557834e-02, 1.1365826e-02,-6.3639035e-04, 7.8460099e-03,-3.9375001e-03,-8.3956383e-03,-1.1063874e-03,-8.1130260e-05,-8.2545113e-03,-6.4860368e-03, 1.4279838e-04,-8.5535774e-04,-3.0501094e-03,-3.9725404e-04,-1.8385316e-03, 5.8810494e-04,-1.7219592e-03,-7.7483238e-04, 9.8478631e-04,-3.0929053e-03, 3.9698189e-04,-1.1396394e-03, 5.8376894e-04, 5.2138907e-04, 6.4074347e-04,-3.4271175e-04,-8.6825941e-04, 6.7864143e-04"
Winston Mississippi,"-1.0113897e-01,-1.6175750e-01,-6.6506140e-02, 3.7124241e-03,-3.9575011e-02,-1.8372301e-02,-9.1050044e-03,-8.1049306e-03, 1.4795358e-02, 1.5826326e-02, 1.1555234e-02, 1.1877208e-02,-2.7578935e-02, 1.8852096e-02, 1.5127015e-02, 2.1021917e-02,-6.5341881e-03,-1.1142643e-02,-1.1692218e-02, 2.1586919e-02, 3.2862803e-04, 1.4847434e-03, 5.9660734e-03,-1.7230879e-04,-4.5152204e-03, 3.0020096e-03,-2.4791942e-03,-1.0346466e-03,-1.3238218e-03, 4.7030716e-04, 1.9079942e-03,-3.0863029e-04,-1.2810355e-03, 4.9662805e-04,-1.6801484e-03, 7.7685271e-04,-1.7699859e-03,-4.3538850e-04,-5.5470667e-04, 6.0381615e-05, 7.7901717e-04, 9.7442375e-05, 1.2497456e-03,-1.5719904e-03, 7.1821560e-04, 1.1322479e-04,-3.2320723e-04, 2.9659428e-04, 2.2917194e-04,-1.2367380e-04"
Wirt West Virginia," 7.2707748e-01,-6.1971180e-02,-2.7225243e-02,-1.3906156e-01,-5.8181945e-02,-2.2232605e-02, 2.7087674e-02,-3.0318221e-02, 7.9295952e-03,-3.6494997e-03, 1.0230528e-03,-2.1913452e-02,-3.8968297e-03, 2.5561603e-03, 1.7620327e-02, 3.0322725e-04,-7.2539612e-03, 5.6054285e-03, 1.1530079e-02, 8.3771292e-03, 7.0473552e-03, 7.8444229e-03, 3.9398044e-04, 8.8726293e-04, 1.7382408e-03,-2.1332144e-03, 3.7576465e-03,-1.5645004e-03,-6.9443480e-04, 1.9910499e-03, 5.1287676e-05,-4.2500044e-04,-8.3286496e-04, 7.7554653e-04, 1.5472289e-03, 3.1066212e-04,-8.3032309e-04,-2.8595235e-04, 1.6719135e-03, 6.6888955e-04, 4.0923548e-04, 2.2746609e-04,-4.8164482e-04, 1.0965711e-03, 1.4797029e-03, 1.5885222e-03, 1.2413009e-04, 5.5263925e-04, 4.3377135e-04,-8.5377163e-04"
Wise Texas,"-1.02639291e-02,-2.07615420e-02, 3.29903066e-02, 6.11436367e-02, 1.22337833e-05,-1.92403272e-02, 9.94203985e-03,-3.35753313e-03, 1.55432650e-03,-2.38820221e-02,-1.75484978e-02,-2.62431148e-02, 8.58145952e-03, 3.05299163e-02,-7.43737153e-04, 2.38671917e-02,-8.10612738e-03, 3.70559446e-03, 1.42200454e-03,-2.03471854e-02, 1.00198099e-02, 9.41513292e-03,-9.66012198e-03,-2.83249654e-03, 5.48455864e-03, 1.87556597e-03, 5.03954105e-03, 4.14325530e-03,-5.49676688e-03,-2.53956416e-04, 2.34979601e-03,-3.92160937e-03,-3.38945189e-03, 2.66161864e-03,-6.20656763e-04,-1.00985914e-03, 9.10936942e-05,-1.05408696e-03,-6.47366323e-06,-1.20209821e-03,-1.57308124e-03, 3.60540143e-04,-1.12012756e-04, 5.53168240e-04, 5.60176151e-04,-1.72226952e-04, 2.92551558e-05,-1.78189832e-04,-2.40058420e-04,-1.88875536e-04"
Wise Virginia,"-0.10146698,-0.02896964,-0.02322445,-0.01724454,-0.04705697, 0.0273434 ,-0.01800673,-0.00903168, 0.01204704,-0.01729821,-0.01688931,-0.00670888, 0.00034438,-0.00363835, 0.00506373,-0.01036874,-0.00202534,-0.00669939,-0.00717733,-0.00141825,-0.00259694,-0.00061216, 0.01022779, 0.0040216 , 0.00072111,-0.00474908,-0.00461586,-0.00246122,-0.00042513, 0.00151151,-0.00208601, 0.0038313 , 0.00198403, 0.00434664,-0.00150706,-0.00289924,-0.00159545,-0.00120614, 0.00541299, 0.00085166, 0.00035212,-0.00034647, 0.00014597, 0.0006125 ,-0.00019981,-0.00102016, 0.00232108,-0.00161419,-0.00133751,-0.00018487"
Wolfe Kentucky," 0.17631637, 0.02101121,-0.06111796,-0.0416756 , 0.05424093,-0.02325971,-0.04605541,-0.03487193,-0.02588878, 0.06461744,-0.02180074,-0.03604328,-0.01085675,-0.00291657,-0.00487112,-0.01931545,-0.00535958,-0.00366451,-0.00110961, 0.00757861,-0.01068658, 0.00858307, 0.00185207, 0.00742935,-0.0118595 , 0.00835461, 0.0065783 ,-0.00262995,-0.00271914, 0.00759529,-0.00307816, 0.01270061, 0.01498661, 0.00643375,-0.00331112,-0.01373128, 0.01282646,-0.01616583, 0.00384676,-0.00240787,-0.01587917, 0.02497107,-0.0078788 ,-0.00359866,-0.00368524, 0.00201237,-0.00909362, 0.00591537, 0.00295968,-0.00513249"
Wood Ohio,"-7.3676012e-02, 8.5715197e-02, 4.5585610e-02,-1.0220340e-01, 3.3962596e-02, 2.9944258e-02,-4.8352215e-02,-4.1677654e-02, 4.8558798e-02,-4.8247054e-02, 4.8807412e-02,-1.0160825e-02, 2.3322045e-03, 9.1660274e-03,-5.7585128e-03,-1.3226106e-02, 6.6644382e-03, 1.2427312e-02,-6.9881440e-03, 5.7532876e-03, 1.7363563e-03,-2.2399724e-03, 2.2526784e-03,-4.0822052e-03, 3.8572412e-03, 4.3418524e-03,-1.5783923e-03,-3.8478361e-03, 7.1024551e-04, 8.1483787e-04, 2.2926149e-03, 1.3442363e-03,-4.8837466e-03,-2.3262547e-03, 1.3417467e-04,-7.2485144e-04, 4.8172855e-04,-7.0900575e-04,-3.9965965e-04, 9.9099521e-04,-6.1737868e-04,-4.2066682e-04,-2.7163538e-05, 3.7490224e-04, 3.5700342e-04, 3.0686997e-04,-1.5838217e-04, 2.4663870e-05, 2.4632242e-04, 2.5321066e-04"
Wood Texas," 2.2347635e-01,-6.5092400e-02,-9.8603688e-02,-7.3169738e-02,-5.7709966e-02,-2.0665070e-02, 1.7780503e-02, 3.2726297e-04, 1.0326434e-02,-1.9810302e-02,-1.6822455e-02,-1.1159522e-02, 7.3821452e-03,-5.9347670e-04, 8.5157780e-03, 1.9434035e-03,-7.3918123e-03, 2.6635046e-04, 3.2551100e-03, 9.4448151e-03,-4.5013460e-04, 1.0667212e-03,-8.4610153e-03, 7.3072696e-03,-3.8138118e-03, 1.2250457e-04,-3.0753959e-04,-1.7197407e-03, 1.3300462e-03, 1.2073019e-03, 1.9401551e-03, 4.6878662e-03,-2.6004359e-03,-1.4940406e-03,-8.4164581e-04, 2.0627719e-03, 1.9426970e-03,-2.9589451e-04, 2.6650823e-05,-8.6604047e-04, 6.1695807e-04,-7.7205576e-04,-8.2253490e-04,-1.9440500e-04, 2.0226380e-05, 9.3201693e-04, 1.0282129e-04, 1.0532597e-04,-3.0336520e-04,-3.4647857e-04"
Wood West Virginia,"-3.5197802e-02,-6.2105972e-02, 5.4656230e-03,-1.0234934e-02, 8.5178640e-04, 5.1192880e-02,-3.2776613e-02, 6.2263929e-03,-8.6510954e-03, 2.3574565e-02, 1.3836103e-03,-1.9784452e-02,-1.6047388e-02, 7.8677502e-04, 1.2722223e-02,-4.7772373e-03,-1.3820615e-04,-3.8278126e-03,-5.1599392e-03, 1.1143330e-02, 1.9168403e-03,-1.0545899e-03, 1.8905257e-03,-3.1693857e-03, 1.2785128e-03, 1.2028466e-03,-1.7587197e-03,-2.3046234e-03,-7.1621515e-05, 6.6422881e-04, 8.2643714e-04, 3.7793300e-04,-2.3031945e-03,-4.8406707e-04,-9.3164539e-04, 3.3240748e-04,-3.7892396e-04, 4.2539865e-05, 2.8186805e-05, 1.9000744e-04,-7.9305020e-05,-8.4053405e-05, 3.1489064e-04,-2.0284527e-04, 5.3800101e-04, 1.8820229e-04,-4.7266998e-04, 1.7574587e-04, 3.2538443e-04, 1.7056054e-04"
Wood Wisconsin," 1.31566286e-01, 8.17731023e-02,-2.39901729e-02,-6.18533678e-02, 3.40791307e-02,-2.84070224e-02,-1.33234495e-02,-1.24719683e-02, 1.13146100e-02,-2.03617141e-02, 2.86043715e-02,-6.84412289e-03,-1.04832149e-03, 9.13076755e-03,-3.25498497e-03,-3.93107207e-03, 1.65982638e-03, 1.55815361e-02,-7.52521260e-03,-4.75062057e-03, 8.17312486e-03, 4.81533632e-03, 9.07026242e-06,-6.58765528e-03,-1.68335414e-03,-4.90584585e-04,-6.67906972e-03, 7.36126024e-03,-2.00564449e-04,-9.66685941e-04,-8.51558405e-04,-1.34166493e-03, 4.11645090e-03, 1.98569056e-03,-2.78515206e-03, 1.31735508e-03,-2.55511282e-03, 5.39707579e-03,-9.69282002e-04,-1.36415497e-03,-3.96284420e-04, 2.73363129e-03, 1.07884011e-03, 4.93020889e-05,-9.87919280e-04, 4.18792450e-04,-1.63988727e-06, 8.04761541e-04,-1.27059419e-03, 2.85240635e-03"
Woodbury Iowa,"-0.0331357 ,-0.09200601, 0.00284978, 0.01324445,-0.00507569,-0.00506664,-0.00948581,-0.00104606, 0.01463568, 0.00631097, 0.00932959, 0.02092576, 0.00408238,-0.01101147, 0.01388792,-0.00062178,-0.0042115 , 0.00379735, 0.00405451, 0.00178628,-0.0067431 ,-0.00226194, 0.00257563,-0.00098128,-0.01359454,-0.0001171 ,-0.0038954 ,-0.00364221, 0.00340954,-0.00316826, 0.00237043,-0.00113617,-0.00732516, 0.00226907,-0.00517122, 0.00230243, 0.00344879,-0.00365769, 0.00152809,-0.0023157 , 0.00159831,-0.00202441, 0.00188079, 0.0027459 ,-0.00194346, 0.00084736,-0.00057156, 0.00165928, 0.00105587, 0.00049094"
Woodford Illinois," 5.0639149e-02, 3.7047047e-02,-3.9675657e-02,-1.3823639e-02, 1.8849468e-02, 3.2330927e-02,-2.8455170e-02,-2.6417645e-02, 6.1248192e-03, 1.9809242e-02,-2.2006543e-02,-1.3697220e-02,-1.0423884e-02,-1.3648358e-03, 4.3075178e-03,-1.9367943e-02, 8.2540074e-03, 8.3725492e-05,-1.9796174e-03, 8.0607948e-04, 2.7938681e-03,-1.4311504e-03, 9.1990479e-04,-2.0187176e-03, 1.4380572e-03, 2.7516491e-03, 1.5804454e-03,-2.4185190e-03,-1.3886038e-03, 1.2101521e-03,-3.8186988e-04, 4.5247129e-03, 3.9979696e-04, 8.4795867e-04,-5.2150432e-04,-3.4900248e-04, 7.6765317e-04,-2.0906383e-03,-1.2439024e-03,-3.1960398e-04,-3.9322479e-04, 3.0482702e-03,-1.4602392e-03,-1.0427646e-03,-3.3327335e-04, 1.6842950e-03,-4.0671165e-04, 3.2073234e-03, 9.8975818e-04,-7.3035894e-04"
Woodford Kentucky," 7.2628312e-02,-5.8762435e-02,-1.8181439e-02, 1.2848257e-02,-2.9266775e-02,-8.8794585e-03, 1.6194575e-02,-2.4433068e-03, 2.5109600e-03,-3.0917497e-04,-1.7353149e-02,-8.2308725e-03,-4.4060252e-03,-9.0713780e-03, 4.4324445e-03,-1.5148430e-02, 5.0111166e-03,-3.7003681e-03,-2.1829344e-03, 1.9874969e-03, 3.1584961e-04, 2.8740852e-03, 4.3997490e-03,-2.0401136e-03, 2.6456905e-03, 9.9439221e-04,-4.1802833e-03, 5.9375772e-03, 5.2459128e-03, 2.1661848e-05,-3.5703615e-03, 2.3484246e-03, 1.9203783e-03,-1.0629578e-03, 3.3472786e-03,-5.5535594e-03, 3.7818879e-03, 1.7896584e-03,-4.7283033e-03, 1.2604754e-03, 1.1131775e-03,-4.0861833e-04, 2.2163736e-03,-1.0911410e-03, 3.0456367e-04, 6.3619949e-04, 1.6423275e-03, 1.0118329e-03,-1.0214150e-03, 4.7537146e-04"
Woodruff Arkansas," 1.37492456e-02, 4.14796658e-02, 1.00692116e-01,-6.26874715e-02, 1.16985358e-01,-1.18835747e-01,-4.09780943e-04,-3.87309156e-02,-6.91492483e-02,-3.53563465e-02, 3.10496464e-02,-1.23540033e-02, 1.39765360e-03,-5.23472996e-03, 1.03727775e-02,-1.17657362e-02, 3.60340369e-03,-1.39033282e-03,-7.73661444e-03, 8.34018356e-05,-7.75815081e-03, 6.82775956e-03, 4.15693969e-03,-2.17919378e-03, 9.27776797e-04, 8.39406392e-04,-3.24724265e-03,-1.89248205e-03,-3.53993289e-03,-2.38489636e-04, 1.03165593e-03, 3.79040663e-04, 7.79674738e-04,-5.83273766e-04,-6.18995618e-05,-3.73297516e-04,-4.79083392e-04, 8.92439100e-04,-2.41079848e-04, 1.04254621e-04, 1.47364073e-04,-4.11384128e-04,-8.00088383e-05,-3.62600666e-04, 2.42877330e-04, 1.93928485e-04, 1.27109597e-04, 2.60210189e-04, 1.26937259e-04, 2.90700234e-04"
Woods Oklahoma," 1.6641416e-02, 7.6196171e-02, 6.6283539e-02, 2.6064899e-02,-8.7425470e-02,-8.8425778e-04, 7.2245253e-03,-1.9613359e-02, 1.0824308e-02, 5.7098721e-03,-8.3033862e-03, 2.9837373e-03, 6.4717270e-03,-9.4006667e-03,-7.6330211e-03, 1.8227078e-03,-3.3064429e-03,-6.2035336e-03,-1.5480552e-03,-6.8282597e-03,-4.2619067e-03,-9.4809458e-03, 3.8419778e-03,-6.9886260e-03,-6.3208793e-03,-9.4565377e-03, 1.2818817e-02, 6.5295361e-03,-1.3727881e-02, 1.2278717e-02,-6.1966255e-03,-2.4872096e-03,-5.1736506e-03,-3.9522280e-03, 2.1369925e-03,-8.0858334e-04,-3.0183929e-03, 7.6330085e-03, 4.1010231e-03,-6.2253175e-04,-4.8390222e-03, 1.7021062e-03, 3.8025890e-05,-5.9562310e-04,-2.4708477e-03,-1.0893633e-04, 4.6820429e-04, 1.2817607e-03,-2.1522425e-03, 4.0105204e-03"
Woodson Kansas," 0.07569555, 0.0934526 , 0.0712768 ,-0.02292067, 0.02317838,-0.04899127,-0.05196012, 0.05358596, 0.00180948,-0.01567937,-0.00034199,-0.03437325, 0.00681526,-0.00297108, 0.00222179,-0.00519383, 0.00151133,-0.01047199,-0.0063015 ,-0.00128455,-0.01478638, 0.00381116, 0.00190286, 0.01566343,-0.01422152, 0.02851071, 0.00715364,-0.0131781 ,-0.00589141,-0.00580819,-0.03034392,-0.0275299 , 0.01169102,-0.006565  ,-0.00647868, 0.00141703,-0.00364374, 0.00345889,-0.00514861,-0.00254166,-0.00079495,-0.01107401, 0.00510097, 0.00076968,-0.00024484, 0.00075334, 0.00068099,-0.00399984,-0.0022382 , 0.00322492"
