Bezirk;Bez-Name;Ortsteil;Ortst-Name;Geschl;Staatsangeh;Altersgr;Häufigkeit
01;Mitte;0104;Tiergarten;1;D;70_75;213
01;Mitte;0104;Tiergarten;1;D;75_80;203
01;Mitte;0104;Tiergarten;1;D;80_85;135
01;Mitte;0104;Tiergarten;1;D;85_90;38
01;Mitte;0104;Tiergarten;1;D;90_95;21
01;Mitte;0104;Tiergarten;1;D;95 und älter;6
01;Mitte;0104;Tiergarten;2;A;00_05;90
01;Mitte;0104;Tiergarten;2;A;05_10;73
01;Mitte;0104;Tiergarten;2;A;10_15;48
01;Mitte;0104;Tiergarten;2;A;15_20;65
01;Mitte;0104;Tiergarten;2;A;20_25;229
01;Mitte;0104;Tiergarten;2;A;25_30;429
01;Mitte;0104;Tiergarten;2;A;30_35;425
01;Mitte;0104;Tiergarten;2;A;35_40;293
01;Mitte;0104;Tiergarten;2;A;40_45;228
01;Mitte;0104;Tiergarten;2;A;45_50;166
01;Mitte;0104;Tiergarten;2;A;50_55;144
01;Mitte;0104;Tiergarten;2;A;55_60;134
01;Mitte;0104;Tiergarten;2;A;60_65;106
01;Mitte;0104;Tiergarten;2;A;65_70;80
01;Mitte;0104;Tiergarten;2;A;70_75;65
01;Mitte;0104;Tiergarten;2;A;75_80;29
01;Mitte;0104;Tiergarten;2;A;80_85;38
01;Mitte;0104;Tiergarten;2;A;85_90;18
01;Mitte;0104;Tiergarten;2;A;90_95;6
01;Mitte;0104;Tiergarten;2;A;95 und älter;3
01;Mitte;0104;Tiergarten;2;D;00_05;237
01;Mitte;0104;Tiergarten;2;D;05_10;202
01;Mitte;0104;Tiergarten;2;D;10_15;194
01;Mitte;0104;Tiergarten;2;D;15_20;190
01;Mitte;0104;Tiergarten;2;D;20_25;244
01;Mitte;0104;Tiergarten;2;D;25_30;298
01;Mitte;0104;Tiergarten;2;D;30_35;304
01;Mitte;0104;Tiergarten;2;D;35_40;310
01;Mitte;0104;Tiergarten;2;D;40_45;239
01;Mitte;0104;Tiergarten;2;D;45_50;204
01;Mitte;0104;Tiergarten;2;D;50_55;260
01;Mitte;0104;Tiergarten;2;D;55_60;299
01;Mitte;0104;Tiergarten;2;D;60_65;234
01;Mitte;0104;Tiergarten;2;D;65_70;286
01;Mitte;0104;Tiergarten;2;D;70_75;240
01;Mitte;0104;Tiergarten;2;D;75_80;170
01;Mitte;0104;Tiergarten;2;D;80_85;159
01;Mitte;0104;Tiergarten;2;D;85_90;73
01;Mitte;0104;Tiergarten;2;D;90_95;36
01;Mitte;0104;Tiergarten;2;D;95 und älter;24
01;Mitte;0105;Wedding;1;A;00_05;444
01;Mitte;0105;Wedding;1;A;05_10;443
01;Mitte;0105;Wedding;1;A;10_15;448
01;Mitte;0105;Wedding;1;A;15_20;468
01;Mitte;0105;Wedding;1;A;20_25;1269
01;Mitte;0105;Wedding;1;A;25_30;2376
01;Mitte;0105;Wedding;1;A;30_35;2322
01;Mitte;0105;Wedding;1;A;35_40;1709
01;Mitte;0105;Wedding;1;A;40_45;1380
01;Mitte;0105;Wedding;1;A;45_50;1298
01;Mitte;0105;Wedding;1;A;50_55;1137
01;Mitte;0105;Wedding;1;A;55_60;962
01;Mitte;0105;Wedding;1;A;60_65;617
01;Mitte;0105;Wedding;1;A;65_70;358
01;Mitte;0105;Wedding;1;A;70_75;334
01;Mitte;0105;Wedding;1;A;75_80;222
01;Mitte;0105;Wedding;1;A;80_85;154
01;Mitte;0105;Wedding;1;A;85_90;40
01;Mitte;0105;Wedding;1;A;90_95;16
01;Mitte;0105;Wedding;1;D;00_05;1624
01;Mitte;0105;Wedding;1;D;05_10;1287
01;Mitte;0105;Wedding;1;D;10_15;1239
01;Mitte;0105;Wedding;1;D;15_20;1221
01;Mitte;0105;Wedding;1;D;20_25;1895
01;Mitte;0105;Wedding;1;D;25_30;2872
01;Mitte;0105;Wedding;1;D;30_35;3336
01;Mitte;0105;Wedding;1;D;35_40;2318
01;Mitte;0105;Wedding;1;D;40_45;1676
01;Mitte;0105;Wedding;1;D;45_50;1394
01;Mitte;0105;Wedding;1;D;50_55;1696
01;Mitte;0105;Wedding;1;D;55_60;1943
01;Mitte;0105;Wedding;1;D;60_65;1563
01;Mitte;0105;Wedding;1;D;65_70;1287
01;Mitte;0105;Wedding;1;D;70_75;845
01;Mitte;0105;Wedding;1;D;75_80;828
01;Mitte;0105;Wedding;1;D;80_85;647
01;Mitte;0105;Wedding;1;D;85_90;248
01;Mitte;0105;Wedding;1;D;90_95;97
01;Mitte;0105;Wedding;1;D;95 und älter;14
01;Mitte;0105;Wedding;2;A;00_05;410
01;Mitte;0105;Wedding;2;A;05_10;430
01;Mitte;0105;Wedding;2;A;10_15;377
01;Mitte;0105;Wedding;2;A;15_20;399
01;Mitte;0105;Wedding;2;A;20_25;1097
01;Mitte;0105;Wedding;2;A;25_30;1927
01;Mitte;0105;Wedding;2;A;30_35;1968
01;Mitte;0105;Wedding;2;A;35_40;1379
01;Mitte;0105;Wedding;2;A;40_45;1213
01;Mitte;0105;Wedding;2;A;45_50;1052
01;Mitte;0105;Wedding;2;A;50_55;852
01;Mitte;0105;Wedding;2;A;55_60;765
01;Mitte;0105;Wedding;2;A;60_65;529
01;Mitte;0105;Wedding;2;A;65_70;434
01;Mitte;0105;Wedding;2;A;70_75;437
01;Mitte;0105;Wedding;2;A;75_80;268
01;Mitte;0105;Wedding;2;A;80_85;127
01;Mitte;0105;Wedding;2;A;85_90;34
01;Mitte;0105;Wedding;2;A;90_95;21
01;Mitte;0105;Wedding;2;A;95 und älter;6
01;Mitte;0105;Wedding;2;D;00_05;1540
01;Mitte;0105;Wedding;2;D;05_10;1199
01;Mitte;0105;Wedding;2;D;10_15;1143
01;Mitte;0105;Wedding;2;D;15_20;1265
01;Mitte;0105;Wedding;2;D;20_25;2162
01;Mitte;0105;Wedding;2;D;25_30;3181
01;Mitte;0105;Wedding;2;D;30_35;3098
01;Mitte;0105;Wedding;2;D;35_40;2010
01;Mitte;0105;Wedding;2;D;40_45;1389
01;Mitte;0105;Wedding;2;D;45_50;1049
01;Mitte;0105;Wedding;2;D;50_55;1494
01;Mitte;0105;Wedding;2;D;55_60;1746
01;Mitte;0105;Wedding;2;D;60_65;1390
01;Mitte;0105;Wedding;2;D;65_70;1120
01;Mitte;0105;Wedding;2;D;70_75;908
01;Mitte;0105;Wedding;2;D;75_80;976
01;Mitte;0105;Wedding;2;D;80_85;932
01;Mitte;0105;Wedding;2;D;85_90;574
01;Mitte;0105;Wedding;2;D;90_95;240
01;Mitte;0105;Wedding;2;D;95 und älter;107
01;Mitte;0106;Gesundbrunnen;1;A;00_05;660
01;Mitte;0106;Gesundbrunnen;1;A;05_10;693
01;Mitte;0106;Gesundbrunnen;1;A;10_15;591
01;Mitte;0106;Gesundbrunnen;1;A;15_20;641
01;Mitte;0106;Gesundbrunnen;1;A;20_25;1485
01;Mitte;0106;Gesundbrunnen;1;A;25_30;2300
01;Mitte;0106;Gesundbrunnen;1;A;30_35;2534
01;Mitte;0106;Gesundbrunnen;1;A;35_40;2058
01;Mitte;0106;Gesundbrunnen;1;A;40_45;1778
01;Mitte;0106;Gesundbrunnen;1;A;45_50;1692
01;Mitte;0106;Gesundbrunnen;1;A;50_55;1376
01;Mitte;0106;Gesundbrunnen;1;A;55_60;1127
01;Mitte;0106;Gesundbrunnen;1;A;60_65;651
01;Mitte;0106;Gesundbrunnen;1;A;65_70;416
01;Mitte;0106;Gesundbrunnen;1;A;70_75;345
01;Mitte;0106;Gesundbrunnen;1;A;75_80;325
01;Mitte;0106;Gesundbrunnen;1;A;80_85;233
01;Mitte;0106;Gesundbrunnen;1;A;85_90;69
01;Mitte;0106;Gesundbrunnen;1;A;90_95;9
01;Mitte;0106;Gesundbrunnen;1;A;95 und älter;3
01;Mitte;0106;Gesundbrunnen;1;D;00_05;2138
01;Mitte;0106;Gesundbrunnen;1;D;05_10;2017
01;Mitte;0106;Gesundbrunnen;1;D;10_15;1944
01;Mitte;0106;Gesundbrunnen;1;D;15_20;1756
01;Mitte;0106;Gesundbrunnen;1;D;20_25;2194
01;Mitte;0106;Gesundbrunnen;1;D;25_30;2767
01;Mitte;0106;Gesundbrunnen;1;D;30_35;2933
01;Mitte;0106;Gesundbrunnen;1;D;35_40;2247
01;Mitte;0106;Gesundbrunnen;1;D;40_45;1686
01;Mitte;0106;Gesundbrunnen;1;D;45_50;1443
01;Mitte;0106;Gesundbrunnen;1;D;50_55;1595
01;Mitte;0106;Gesundbrunnen;1;D;55_60;1819
01;Mitte;0106;Gesundbrunnen;1;D;60_65;1471
01;Mitte;0106;Gesundbrunnen;1;D;65_70;1107
01;Mitte;0106;Gesundbrunnen;1;D;70_75;867
01;Mitte;0106;Gesundbrunnen;1;D;75_80;776
01;Mitte;0106;Gesundbrunnen;1;D;80_85;549
01;Mitte;0106;Gesundbrunnen;1;D;85_90;228
01;Mitte;0106;Gesundbrunnen;1;D;90_95;76
01;Mitte;0106;Gesundbrunnen;1;D;95 und älter;12
01;Mitte;0106;Gesundbrunnen;2;A;00_05;638
01;Mitte;0106;Gesundbrunnen;2;A;05_10;579
01;Mitte;0106;Gesundbrunnen;2;A;10_15;549
01;Mitte;0106;Gesundbrunnen;2;A;15_20;591
01;Mitte;0106;Gesundbrunnen;2;A;20_25;1248
01;Mitte;0106;Gesundbrunnen;2;A;25_30;2019
01;Mitte;0106;Gesundbrunnen;2;A;30_35;2181
01;Mitte;0106;Gesundbrunnen;2;A;35_40;1705
01;Mitte;0106;Gesundbrunnen;2;A;40_45;1517
01;Mitte;0106;Gesundbrunnen;2;A;45_50;1359
01;Mitte;0106;Gesundbrunnen;2;A;50_55;1170
01;Mitte;0106;Gesundbrunnen;2;A;55_60;967
01;Mitte;0106;Gesundbrunnen;2;A;60_65;602
01;Mitte;0106;Gesundbrunnen;2;A;65_70;492
01;Mitte;0106;Gesundbrunnen;2;A;70_75;528
01;Mitte;0106;Gesundbrunnen;2;A;75_80;363
01;Mitte;0106;Gesundbrunnen;2;A;80_85;192
01;Mitte;0106;Gesundbrunnen;2;A;85_90;69
01;Mitte;0106;Gesundbrunnen;2;A;90_95;23
01;Mitte;0106;Gesundbrunnen;2;A;95 und älter;6
01;Mitte;0106;Gesundbrunnen;2;D;00_05;1897
01;Mitte;0106;Gesundbrunnen;2;D;05_10;1849
01;Mitte;0106;Gesundbrunnen;2;D;10_15;1721
01;Mitte;0106;Gesundbrunnen;2;D;15_20;1725
01;Mitte;0106;Gesundbrunnen;2;D;20_25;2363
01;Mitte;0106;Gesundbrunnen;2;D;25_30;2801
01;Mitte;0106;Gesundbrunnen;2;D;30_35;2835
01;Mitte;0106;Gesundbrunnen;2;D;35_40;2044
01;Mitte;0106;Gesundbrunnen;2;D;40_45;1562
01;Mitte;0106;Gesundbrunnen;2;D;45_50;1248
01;Mitte;0106;Gesundbrunnen;2;D;50_55;1304
01;Mitte;0106;Gesundbrunnen;2;D;55_60;1519
01;Mitte;0106;Gesundbrunnen;2;D;60_65;1244
01;Mitte;0106;Gesundbrunnen;2;D;65_70;1047
01;Mitte;0106;Gesundbrunnen;2;D;70_75;883
01;Mitte;0106;Gesundbrunnen;2;D;75_80;776
01;Mitte;0106;Gesundbrunnen;2;D;80_85;865
01;Mitte;0106;Gesundbrunnen;2;D;85_90;496
01;Mitte;0106;Gesundbrunnen;2;D;90_95;214
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;05_10;438
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;10_15;259
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;15_20;265
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;20_25;1304
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;25_30;3467
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;30_35;3796
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;35_40;2440
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;40_45;1212
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;45_50;734
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;50_55;606
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;55_60;354
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;60_65;278
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;65_70;141
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;70_75;64
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;75_80;30
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;80_85;32
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;85_90;6
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;90_95;10
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;A;95 und älter;3
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;00_05;3100
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;05_10;2352
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;10_15;1827
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;15_20;1415
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;20_25;2375
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;25_30;4520
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;30_35;6927
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;35_40;6050
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;40_45;4609
02;Friedrichshain-Kreuzberg;0201;Friedrichshain;2;D;45_50;2972
