cuisine,name
Indian,Hot Pot Grill Authentic Indian Cuisine
Pizza,Boston Pizza
Fast Food,Subcity Donair
Pizza,Pizza 64
Breakfast & Brunch,O-Lake Cafe & Bistro
Middle Eastern,Subcity Donair
Mexican,Tacomate
Pakistani,New Punjab Sweets & Restaurant
Chinese,Hong Kong Garden Restaurant
Fast Food,A&W
Pizza,Freshslice Pizza
Japanese,2 Sam Sushi
Japanese,Itto Sushi
Sushi Bars,Bento Sushi
Mexican,E Taco
Salad,WrapZone
Japanese,Gaon Sushi
Fast Food,McDonald's
Japanese,Oh Sushi
Cafes,Perc's Place
Hot Dogs,Burger King
Greek,OPA! of Greece Central Park
Japanese,Koya Japan
Italian,Mrs Vanellis Fresh Italian Foods
Canadian (New),White Spot - Kelowna
Chinese,Royal Wok
Juice Bars & Smoothies,kb&co
Indian,Amrit’s Kitchen
Pizza,Breadeaux Pizza
Cafes,The Mermaid Cafe
Chinese,Wok Box
Pizza,Bellissimo! Pizza
Sushi Bars,Sushi Zen
Gluten-Free,Crumbs and Roses
Lounges,Kelowna Cruises
Pizza,City Pizza
Cafes,Muffins Plus Cafe
Fast Food,Mary Brown's
Vegetarian,The Chopped Leaf
Tapas/Small Plates,Boathouse on brenard
Fast Food,KFC
Pizza,Vancouver Pizza Kitchen
Japanese,Tokyo Sushi
Chinese,New Empress Chinese Restaurant
Investing,Preferred Choice Accounting Services
Burgers,Burger Baron
Japanese,Maki Sushi
Dim Sum,Ken's Dim Sum Restaurant
Pizza,Papa Johns Pizza
Pizza,Pizza Hut
Chicken Wings,KFC
Pizza,Pizza Way
Pizza,Pizza Hut
Salad,The Chopped Leaf
Indian,Pakora Palace Great Pizza Sweet Shop
Pizza,Pizza Factory
Delis,Reiner Sausage & Delicatessen
Coffee & Tea,Eurobean
Thai,Freshbox Wok & Sushi
Pizza,Canadian 2 For 1 Pizza
Indian,Paisley Food Co
Cafes,Donna's Fresh Cafe
Pizza,Panago Pizza
Fast Food,New York Fries
Canadian (New),Tiffanys Roasted Troll
Japanese,Asuka Japanese Restaurant
Food Stands,Apple Bowl Concession
Insurance,M R Rrsp
Coffee & Tea,Blenz Coffee
Sandwiches,Sisters Subs & Salads
Meat Shops,Bonanza Meats And Deli
Sandwiches,Quizno's Classic Subs
Bakeries,Bliss Bakery- Bernard
Diners,Grove Bistro
Fast Food,Dairy Queen Grill & Chill
American,Executive Boardroom Dinner Cruises
Fast Food,DQ Grill & Chill Restaurant
Delis,Fork Plant Based Market
Coffee & Tea,Blenz Coffee
Breakfast & Brunch,Arcade
Sandwiches,Extreme Pita
,Navy League Cadets
,Commercial Construction Supply
Pizza,Boston Pizza
Pizza,A'roma Pizza
Pizza,Vern's Pizza
Sandwiches,The Deli Don
Pizza,Villages Pizza 
Delis,European Deli
Insurance,Groupone.Ca
Fast Food,A&W
Diners,North End Cafe Roadhouse
,Par Vanda
Pizza,Freshslice Pizza
,Kokanee Helicopters
Canadian (New),Hungry Hound Restaurant
Italian,Murray's Pizza & Pasta
Auto Repair,Special T Towing
Coffee & Tea,Blenz Coffee
Pizza,Domino's Pizza
Caterers,Jakx Neighbourhood Grill
Sushi Bars,Yamato West Kelowna
Pizza,Papito's Pizza
Chinese,Wok Out Restaurant
Pizza,Domino's Pizza
Sandwiches,Nourish
Pet Services,Furry Friends
Japanese,Nishi's Japanese Restaurant
Italian,Tuscany's Restaurant
Mexican,Taco Time
Breakfast & Brunch,McLeans Cafe
,Earthworks Equipment Services
Korean,Goochie's Korean Sushi & Ice Cream
Pizza,Domino's Pizza
Chinese,Wok Inn 3
Pizza,Tasty 2 for 1 Pizza
Pizza,Good Brothers Pizza
Burgers,Wendy's
Bakeries,Lakeshore Bakery & Cafe
Bakeries,Tripke Bakery & Cafe
Pizza,Golden Pizza To Go
Pizza,DunnEnzies Pizza
Canadian (New),Tower Ranch Golf & Country Club
Fast Food,DQ / Orange Julius
Fast Food,A&W
Pizza,Domino's Pizza
Pizza,Tony D's Pizza
Pizza,Domino's Pizza
Mexican,Mustard Tiger
Pizza,The Evergreen Pizzeria
Sandwiches,Quizno's Classic Subs
Indian,Garcha Bros Meat Shop & Poultry
Pizza,Okanagan Pizza
Breakfast & Brunch,Grand Bay Cafe
Coffee & Tea,Blenz Coffee
Cafes,Black Tusk Jerky
Specialty Food,Agostino's Italian Cuisine & Wine Bar
Pizza,Villages Pizza
,West Arm Truck Lines
Sandwiches,Subway
Pizza,Fat Daddy's Pizza
Chicken Wings,Subcity Donair
Fast Food,DQ Grill & Chill Restaurant
Pizza,Pizza Hut
Restaurants,Bridgeport Carpet
Japanese,King Of Kelowna Restaurant
Chinese,Princess House
Pizza,Villages Pizza 
Indian,Darbar Indian Cuisine
Sandwiches,Extreme Pita
Fast Food,McDonald's
Grocery,Hollywood Market
Sandwiches,Quizno's Classic Subs
Chicken Wings,KFC
Fast Food,McDonald's
Indian,Da Tandoor
Coffee & Tea,Comma
Fast Food,Taco Bell
,Okanagan Testing Laboratories
Pizza,Nick-N-Willy's Take-N-Bake Pizza
Salad,Freshii
Fast Food,A&W
Fast Food,McDonald's
Chinese,Chinese Laundry Restaurant
Food Trucks,Mexican Cravings
Sushi Bars,Momo Sushi
,R & N Ron
Pizza,Nick-N-Willy's Take & Bake Pizza
Indian,Shambu's Spice House
Mexican,Taco Bell
Sandwiches,Quiznos
Fast Food,Subway
Sandwiches,Subway
Cafes,Bliss
Fast Food,Dairy Queen
Chinese,Wong's Wonton House
Sushi Bars,Sushi Q
Coffee & Tea,Cream 'N' Bean Jr Coffeehouse
Delis,Plaza 33
,Westbank First Nation Council
Pizza,Little Caesars Pizza
General Contractors,D S Electrical Services Company
Mexican,Mucho Burrito Fresh Mexican Grill
,Maggie's Cafe
Chinese,The Chinese Laundry Restaurant
Pizza,Papa Johns Pizza
Japanese,Edo Japan
Pizza,Panago Pizza
Fast Food,McDonald's
Indian,Royal India
Pizza,Panago Pizza
Sandwiches,Blue Heights Soup & Sandwich Shop
Fast Food,Dairy Queen Grill & Chill
Sandwiches,Quiznos
Mexican,Bubba Burritos
Burgers,Wendy's
Food Trucks,Round and Sharp
Fast Food,McDonald's
Pizza,Great Pizza
Indian,Fusion Express
,Mitchell Paul L Lawyr
General Contractors,The Stone Showroom
General Contractors,T & A Drilling & Blasting Corporation
Sandwiches,Subway
Pizza,Western Pizza Express
Coffee & Tea,Blenz
Burgers,A&W
Chinese,\Wong's Wonton House
Fast Food,Dairy Queen Grill & Chill
Pizza,Canadian 2 for 1 Pizza
Ice Cream & Frozen Yogurt,DQ Grill & Chill Restaurant
Pizza,Sarpino's Pizza
Pizza,Canadian 2 for 1 Pizza
Burgers,Wendy's
Fast Food,McDonald's
Burgers,A&W
General Contractors,Stonebridge Builders Group
Sandwiches,Subway
Sandwiches,Subway
,Wine & Thyme Cooking School
,Swiss Chalet
Fast Food,Subway
Barbeque,Bunny Hugs Fresh Food Collective
General Contractors,Slater Electric
Pizza,Domino's Pizza
,Bering Music Centre
Pizza,Pizza Hut
Sushi Bars,Koi Sushi
Fast Food,A&W
Breakfast & Brunch,Sunshine
Chicken Wings,KFC
Pizza,Little Caesar's Pizza
Pizza,Roma Pizza
Delis,Cook's Quality Meats & Sausage
