Name,Alias,Title
Belleville's Watering Hole & Diner,bellevilles-watering-hole-and-diner-victoria,Diners
The Hallway,the-hallway-victoria,Breakfast & Brunch
Taisho Japanese Grill And Bar,taisho-japanese-grill-and-bar-victoria-2,Sushi Bars
Tacofino,tacofino-victoria,Mexican
Stage,stage-victoria,Wine Bars
Ayo Eat,ayo-eat-victoria,Indonesian
10 Acres Commons,10-acres-commons-victoria,Seafood
Xin Korean Reataurant,xin-korean-reataurant-victoria,Korean
Fuego Old Town Eatery,fuego-old-town-eatery-victoria,Breakfast & Brunch
Chicken 649,chicken-649-victoria,Korean
Chorizo & Co,chorizo-and-co-victoria-2,Spanish
Fisherman's Wharf,fishermans-wharf-victoria,Fish & Chips
Marilena Cafe & Raw Bar,marilena-cafe-and-raw-bar-victoria,Sushi Bars
Irish Times Pub,irish-times-pub-victoria,Irish Pub
The Mint,the-mint-victoria,Asian Fusion
Jackalope Bistro,jackalope-bistro-victoria-2,Breakfast & Brunch
Pho Tru,pho-tru-victoria,Vietnamese
Finest At Sea,finest-at-sea-victoria-3,Seafood
Cafe Brio,cafe-brio-victoria,Italian
Ramen Arashi,ramen-arashi-victoria,Ramen
Messob Ethiopian Cuisine,messob-ethiopian-cuisine-victoria,Ethiopian
CRAFT Beer Market - Victoria,craft-beer-market-victoria-victoria,"Beer, Wine & Spirits"
Tombo Eats,tombo-eats-victoria,Coffee & Tea
Shanzee's Biscuit Cafe,shanzees-biscuit-cafe-victoria,Cafes
Mama Nadia's Kitchen,mama-nadias-kitchen-victoria,Mediterranean
Frankie's Modern Diner,frankies-modern-diner-victoria,Diners
Golden City Restaurant,golden-city-restaurant-victoria,Chinese
Sushi Matsuri,sushi-matsuri-victoria,Sushi Bars
Meet On Blanshard,meet-on-blanshard-victoria-3,Comfort Food
Hecklers Bar & Grill,hecklers-bar-and-grill-victoria,Comedy Clubs
Browns Socialhouse Uptown,browns-socialhouse-uptown-victoria,Pubs
Breakwater,breakwater-victoria,Cafes
The Ruby,the-ruby-victoria-2,Breakfast & Brunch
Wah Lai Yuen,wah-lai-yuen-victoria-2,Chinese
Sult Pierogi Bar,sult-pierogi-bar-victoria-2,Polish
Frickin' Delights Donuts,frickin-delights-donuts-victoria,Cafes
Shuck Taylor's,shuck-taylors-victoria,Seafood
Topos Ristorante Italiano,topos-ristorante-italiano-victoria,Italian
Mesa Familiar,mesa-familiar-victoria,Mexican
Beijing Bistro,beijing-bistro-victoria,Chinese
Le Petit Saigon Vietnamese Restaurant,le-petit-saigon-vietnamese-restaurant-victoria,Vietnamese
Al Barak Mediterranean Grill,al-barak-mediterranean-grill-victoria,Mediterranean
Fire Bowl Hot Pot 焰御火锅,fire-bowl-hot-pot-焰御火锅-victoria,Chinese
Ghost Ramen,ghost-ramen-victoria,Ramen
Lido Waterfront Bar & Bistro,lido-waterfront-bar-and-bistro-victoria,Seafood
Dosa Paragon,dosa-paragon-victoria-3,Indian
Roast,roast-victoria,Sandwiches
Leopold’s Tavern,leopold-s-tavern-victoria,Burgers
Yalla Middle Eastern Cuisine,yalla-middle-eastern-cuisine-victoria,Food Stands
Fan Tan Cafe,fan-tan-cafe-victoria,Chinese
The Tapa Bar,the-tapa-bar-victoria,Tapas Bars
Joie Grillades,joie-grillades-victoria,French
Spoons Diner,spoons-diner-victoria,Breakfast & Brunch
Tibetan Kitchen,tibetan-kitchen-victoria,Himalayan/Nepalese
Pizzeria Prima Strada,pizzeria-prima-strada-victoria,Pizza
5th Street Bar & Woodfire Grill,5th-street-bar-and-woodfire-grill-victoria,American
Bear & Joey Cafe,bear-and-joey-cafe-victoria,Cafes
Little June,little-june-victoria,Breakfast & Brunch
Lum's Chinese Restaurant,lums-chinese-restaurant-esquimalt-2,Chinese
Cenote Restaurant and Lounge,cenote-restaurant-and-lounge-victoria,Lounges
The Tartan Toque,the-tartan-toque-victoria,Canadian (New)
Bangkok Modern Thai Cuisine,bangkok-modern-thai-cuisine-victoria,Thai
Sedona Cafe and Lounge,sedona-cafe-and-lounge-victoria,Cafes
Bar 500 Eatery,bar-500-eatery-victoria,Tapas/Small Plates
Toro Bar & Bar,toro-bar-and-bar-victoria,Sushi Bars
The Keg Steakhouse + Bar,the-keg-steakhouse-bar-victoria-10,Seafood
LURE Restaurant & Bar,lure-restaurant-and-bar-victoria-2,Seafood
Sura Korean Cuisine,sura-korean-cuisine-victoria,Korean
Cactus Club Cafe,cactus-club-cafe-victoria,Canadian (New)
Darcy's Pub Downtown,darcys-pub-downtown-victoria,Pubs
Vis-à-Vis,vis-à-vis-victoria,Wine Bars
Tug Eatery,tug-eatery-victoria,Desserts
El Furniture Warehouse - Victoria,el-furniture-warehouse-victoria-victoria,Bars
Pho U,pho-u-victoria,Vietnamese
Namaste Indian Cuisine,namaste-indian-cuisine-victoria,Indian
Heron Rock Bistro,heron-rock-bistro-victoria,Breakfast & Brunch
Roundhouse Café,roundhouse-café-victoria,Cafes
Victoria Harbour House Restaurant,victoria-harbour-house-restaurant-victoria-3,Steakhouses
Alysa's Pho & Banh Mi,alysas-pho-and-banh-mi-victoria,Vietnamese
Wheelies Motorcycle Cafe,wheelies-motorcycle-cafe-victoria,Cafes
Smile Chicken,smile-chicken-victoria,Chicken Shop
Glo Restaurant & Lounge,glo-restaurant-and-lounge-victoria,Lounges
The Collective - Wine Bar & Kitchen,the-collective-wine-bar-and-kitchen-victoria,Wine Bars
Victoria BBQ House & Bakery,victoria-bbq-house-and-bakery-victoria,Barbeque
Earls Kitchen + Bar,earls-kitchen-bar-victoria,Canadian (New)
Don Mee Seafood Restaurant,don-mee-seafood-restaurant-victoria,Seafood
10 Acres Kitchen,10-acres-kitchen-victoria,Bars
Splash Restaurant and Lounge,splash-restaurant-and-lounge-victoria,Canadian (New)
Moxies,moxies-victoria-2,Canadian (New)
Nowhere a Restaurant,nowhere-a-restaurant-victoria,Seafood
La Belle Patate,la-belle-patate-victoria,Fast Food
Superflux{Cabana},superflux-cabana-victoria,Gastropubs
J & J Wonton Noodle House,j-and-j-wonton-noodle-house-victoria,Chinese
The Persian Grill House,the-persian-grill-house-victoria,Persian/Iranian
ReBar Modern Food,rebar-modern-food-victoria,Vegan
Zambri's,zambris-victoria-2,Italian
Lot 1 Pasta Bar,lot-1-pasta-bar-victoria,Italian
Thai Green Elephant Restaurant,thai-green-elephant-restaurant-victoria,Thai
Frank's Honeybun Cafe,franks-honeybun-cafe-victoria,Chinese
Interactivity Board Game Cafe,interactivity-board-game-cafe-victoria,Tabletop Games
Jones Bar B Que,jones-bar-b-que-victoria,Barbeque
Sookjai Thai Restaurant,sookjai-thai-restaurant-victoria,Thai
The Grindstone Cafe,the-grindstone-cafe-victoria,Cafes
Benjo’s Tacos,benjo-s-tacos-victoria-2,Food Stands
Varsha Indian Kitchen,varsha-indian-kitchen-victoria,Gluten-Free
The Sour Pickle Cafe,the-sour-pickle-cafe-victoria,Cafes
My Thai Cafe,my-thai-cafe-victoria-2,Thai
Victoria Pizza Company,victoria-pizza-company-victoria,Pizza
The Flying Otter,the-flying-otter-victoria,Seafood
Island Poké,island-poké-victoria,Poke
Gozen,gozen-victoria,Japanese
The Oaks Restaurant,the-oaks-restaurant-victoria,Breakfast & Brunch
Tractor Foods,tractor-foods-victoria,Breakfast & Brunch
The Bent Mast,the-bent-mast-victoria,Pubs
Kuma Noodles Japan,kuma-noodles-japan-victoria,Ramen
Fire & Water Fish and Chop House,fire-and-water-fish-and-chop-house-victoria-2,Canadian (New)
QV Cafe & Bakery,qv-cafe-and-bakery-victoria-2,Bakeries
Crooked Goose Bistro,crooked-goose-bistro-victoria,Canadian (New)
Han Korean Restaurant,han-korean-restaurant-victoria,Korean
The Local,the-local-victoria,Burgers
Steamship Grill & Taphouse,steamship-grill-and-taphouse-victoria,Seafood
Hope Key,hope-key-victoria,Chinese
Pelicana Chicken - Victoria,pelicana-chicken-victoria-victoria,Chicken Shop
Curry Club Victoria,curry-club-victoria-victoria,Indian
Cora's,coras-victoria,Breakfast & Brunch
Artigiano,artigiano-victoria,Coffee & Tea
Ricasalsa,ricasalsa-victoria,Mexican
Caffe Fantastico,caffe-fantastico-victoria-6,Coffee & Tea
Humboldt Bar,humboldt-bar-victoria,Cocktail Bars
Vista 18,vista-18-victoria,Wine Bars
I Kyu Noodles,i-kyu-noodles-victoria,Chinese
Artisan Bistro,artisan-bistro-victoria,Wine Bars
Momo Sushi ,momo-sushi-victoria,Japanese
Laila Laila Hotpot Restaurant,laila-laila-hotpot-restaurant-victoria,Hot Pot
Famoso Neapolitan Pizzeria,famoso-neapolitan-pizzeria-victoria,Pizza
Park's Kitchen,parks-kitchen-victoria,Japanese
La Taquisa,la-taquisa-victoria-3,Mexican
Be Love,be-love-victoria,Vegan
Cafe Mexico,cafe-mexico-victoria,Mexican
Pho Vuong,pho-vuong-victoria,Vietnamese
Ebizo Japanese Restaurant,ebizo-japanese-restaurant-victoria,Japanese
Biryani Palace,biryani-palace-victoria,Indian
Siam Thai Restaurant,siam-thai-restaurant-victoria,Thai
Bin 4 Burger Lounge,bin-4-burger-lounge-victoria-3,Burgers
Thunderbird Korean Fried Chicken,thunderbird-korean-fried-chicken-victoria-2,Korean
The Blue Nile African Restaurant,the-blue-nile-african-restaurant-victoria,Ethiopian
Browns Socialhouse - Victoria Falls,browns-socialhouse-victoria-falls-victoria-2,Pubs
The Old Spaghetti Factory,the-old-spaghetti-factory-victoria,Italian
You-Know Korean Restaurant,you-know-korean-restaurant-victoria,Korean
Chikara Sushi Japanese Restaurant,chikara-sushi-japanese-restaurant-victoria,Japanese
Milestones,milestones-victoria-3,Canadian (New)
Yates Street Taphouse,yates-street-taphouse-victoria,Pubs
Jade Fountain Restaurant,jade-fountain-restaurant-victoria,Dim Sum
La Fogata Latina Restaurants,la-fogata-latina-restaurants-victoria,Latin American
Rise & Grind,rise-and-grind-victoria-2,Coffee & Tea
Dosa Paragon,dosa-paragon-victoria-2,Cafes
Mr. Hotpot,mr-hotpot-victoria-2,Chinese
Mom's Kitchen,moms-kitchen-victoria,Fast Food
Chicken On the Run,chicken-on-the-run-victoria,Chicken Wings
Sen Zushi,sen-zushi-victoria-3,Japanese
Green Leaf Bistro,green-leaf-bistro-victoria,Vietnamese
Picnic Too,picnic-too-victoria-2,Coffee & Tea
Trini To D Bone,trini-to-d-bone-victoria,Caribbean
Jonathan's Restaurant,jonathans-restaurant-victoria,American
The Sticky Wicket,the-sticky-wicket-victoria,British
Hunan Village Cuisine,hunan-village-cuisine-victoria,Chinese
Yukatsu&uburger,yukatsu-and-uburger-victoria,Burgers
Romeo's,romeos-victoria,Italian
OEB Breakfast,oeb-breakfast-victoria,Breakfast & Brunch
Bold Shawarma,bold-shawarma-victoria,Halal
Fountain Restaurant,fountain-restaurant-victoria,Chinese
Bin 4 Burger Lounge,bin-4-burger-lounge-victoria,Burgers
Baan Thai Restaurant,baan-thai-restaurant-oak-bay,Thai
Kissako Sushi,kissako-sushi-victoria,Sushi Bars
Oak Bay Seafood,oak-bay-seafood-victoria,Seafood Markets
Moxies,moxies-victoria,Sports Bars
Faro,faro-victoria,Pizza
Coco Grill,coco-grill-victoria,Seafood
Ottavio Italian Bakery & Delicatessen,ottavio-italian-bakery-and-delicatessen-victoria,Delis
Nohra Thai Kitchen,nohra-thai-kitchen-victoria,Thai
Toishan Kitchen,toishan-kitchen-victoria,Chinese
My Way Bikery,my-way-bikery-victoria-2,Bakeries
Sushi Story,sushi-story-victoria,Japanese
The Fernwood Inn,the-fernwood-inn-victoria,Bars
Hearth,hearth-victoria-2,Gluten-Free
Barb's Fish & Chips,barbs-fish-and-chips-victoria-2,Seafood
Wannawafel,wannawafel-victoria,Desserts
JR Slims,jr-slims-victoria,Pubs
Sandwich Corner,sandwich-corner-victoria,Sandwiches
La Taquisa,la-taquisa-victoria-4,Mexican
Spice Valley Indian Cuisine,spice-valley-indian-cuisine-victoria,Indian
Stir It Up,stir-it-up-victoria-2,Caribbean
Kattia’s Kitchen,kattia-s-kitchen-victoria,Food Trucks
Noodle Fans,noodle-fans-victoria-2,Noodles
Syriana,syriana-victoria,Syrian
Menbow Ramen Bar,menbow-ramen-bar-victoria,Ramen
Brickyard Pizza,brickyard-pizza-victoria,Pizza
Pirate Pizza,pirate-pizza-victoria-2,Pizza
Saigon Char-Broil,saigon-char-broil-victoria,Vietnamese
The Nest Cafe,the-nest-cafe-victoria,Cafes
Lumber Jack’s,lumber-jack-s-victoria,Southern
2 Percent Jazz,2-percent-jazz-victoria,Cafes
The Tropical Island Restaurant,the-tropical-island-restaurant-victoria,Asian Fusion
The Coriander,the-coriander-victoria,Indian
Boomtown,boomtown-victoria,Chicken Wings
"Sakura Sushi, Grocery and Japanese Restaurant",sakura-sushi-grocery-and-japanese-restaurant-victoria,Japanese
Wing's Restaurant,wings-restaurant-victoria-2,Buffets
Green Cuisine Vegetarian Restaurant,green-cuisine-vegetarian-restaurant-victoria-3,Vegetarian
Melt Truck,melt-truck-victoria,Food Trucks
Mexican Village,mexican-village-victoria,Mexican
Jack's Chinese Restaurant,jacks-chinese-restaurant-saanich,Chinese
Fern Cafe and Bakery,fern-cafe-and-bakery-victoria,Cafes
Szechuan Restaurant,szechuan-restaurant-victoria-6,Chinese
Saigon Char-Broil,saigon-char-broil-victoria-3,Vietnamese
Bon Sushi,bon-sushi-oak-bay,Sushi Bars
Rain Dogs Wine Bar,rain-dogs-wine-bar-victoria,Wine Bars
Lori's Take Away Cafe,loris-take-away-cafe-victoria,Bakeries
Vietnam Garden Restaurant,vietnam-garden-restaurant-esquimalt-2,Vietnamese
Ribs & Bones,ribs-and-bones-victoria,Steakhouses
Big Wheel Burger,big-wheel-burger-victoria-5,Burgers
Chez Michel Restaurant,chez-michel-restaurant-victoria,Restaurants
Ba Le Victoria,ba-le-victoria-victoria,Vietnamese
Sushi Time Express,sushi-time-express-victoria,Japanese
Haultain Fish & Chips,haultain-fish-and-chips-victoria,Fish & Chips
Fudo Japanese Restaurant,fudo-japanese-restaurant-victoria,Japanese
Grace Sushi,grace-sushi-victoria,Sushi Bars
Vietnam House Restaurant,vietnam-house-restaurant-victoria-2,Vietnamese
The Joint Pizzaria & Deli,the-joint-pizzaria-and-deli-victoria,Pizza
Cafe Casa Nova,cafe-casa-nova-victoria,Cafes
Santiago's Cafe,santiagos-cafe-victoria,Mexican
Cafe Zumzum,cafe-zumzum-victoria,Cafes
Brentwood Bay Pub,brentwood-bay-pub-victoria,Canadian (New)
Christie's Carriage House Pub,christies-carriage-house-pub-victoria,Gastropubs
Joie French Cafe,joie-french-cafe-victoria,Cafes
Tre Fantastico,tre-fantastico-victoria-2,Cafes
Sizzling Tandoor,sizzling-tandoor-victoria,Indian
Hot and Cold Cafe,hot-and-cold-cafe-victoria,Soup
Koryo Korean BBQ,koryo-korean-bbq-victoria,Korean
La Taqueria,la-taqueria-victoria,Mexican
Caffe Fantastico,caffe-fantastico-victoria-7,Coffee & Tea
Big Bite Samosa,big-bite-samosa-victoria,Indian
Tapas on Oak,tapas-on-oak-victoria,Tapas/Small Plates
Honeybun,honeybun-victoria,Bakeries
Greek N Go,greek-n-go-victoria,Greek
McDonald's,mcdonalds-victoria-10,Fast Food
West Coast Waffles,west-coast-waffles-victoria-2,Breakfast & Brunch
Shizen Sushi Japanese Restaurant,shizen-sushi-japanese-restaurant-victoria,Japanese
Royal Spice,royal-spice-victoria,Indian
Denny's,dennys-victoria,Breakfast & Brunch
Maham & Pop's Donair Poutine,maham-and-pops-donair-poutine-victoria,Poutineries
Italian Food Imports,italian-food-imports-victoria,Delis
Olive Olio's,olive-olios-victoria,Cafes
The Red Kettle Restaurant,the-red-kettle-restaurant-victoria,Chinese
The Wooden Shoe,the-wooden-shoe-victoria,Delis
Sol Food Cafe and Deli,sol-food-cafe-and-deli-victoria,Delis
Bon Appetit Cafe,bon-appetit-cafe-victoria,Cafes
Lion's Den Restaurant,lions-den-restaurant-victoria,Buffets
The NOOK coffee & tea,the-nook-coffee-and-tea-victoria,Sandwiches
Marta Cafe and Pantry,marta-cafe-and-pantry-victoria,Cafes
Domino's Pizza,dominos-pizza-victoria-3,Pizza
Varsha,varsha-victoria-3,Indian
The Poke Lounge,the-poke-lounge-victoria,Japanese
The Royal Tandoor,the-royal-tandoor-victoria,Indian
Taco Stand Al Pastor,taco-stand-al-pastor-victoria,Mexican
Dak,dak-victoria-2,Korean
Benjamin's Bites,benjamins-bites-victoria,Gluten-Free
Hi Five Chicken,hi-five-chicken-victoria-2,Chicken Shop
Steve's Poke Bar,steves-poke-bar-victoria,Poke
Med Grill Royal Oak,med-grill-royal-oak-saanich,Mediterranean
Finest At Sea Food Truck,finest-at-sea-food-truck-victoria,Food Stands
Puerto Vallarta Amigos,puerto-vallarta-amigos-victoria,Mexican
Bubby Rose’s Bakery,bubby-rose-s-bakery-victoria-2,Pizza
Cube Food Box,cube-food-box-victoria,Japanese
The Mantra Fine Indian Cuisine,the-mantra-fine-indian-cuisine-victoria,Indian
OPA! of Greece Mayfair Centre,opa-of-greece-mayfair-centre-victoria,Greek
Windsor Cafe,windsor-cafe-victoria,Italian
Uptown Bistro,uptown-bistro-victoria,Bistros
The Village Taverna,the-village-taverna-victoria,Greek
Poke Fresh,poke-fresh-victoria-2,Hawaiian
Mr Tube Steak,mr-tube-steak-victoria,Caterers
Shashwat Indian Cuisine,shashwat-indian-cuisine-victoria,Indian
JBI Café Restaurant,jbi-café-restaurant-victoria-2,Cafes
Ferris' Grill & Garden Patio,ferris-grill-and-garden-patio-victoria,Seafood
Kwong Tung Seafood Restaurant,kwong-tung-seafood-restaurant-victoria,Seafood
Hiro Japan Sushi,hiro-japan-sushi-victoria,Sushi Bars
Apple Tree Restaurant,apple-tree-restaurant-victoria-2,Burgers
Victoria Sushi,victoria-sushi-victoria,Sushi Bars
Freshslice Pizza,freshslice-pizza-victoria-3,Pizza
Shanghai City Chinese Restaurant,shanghai-city-chinese-restaurant-victoria,Chinese
Naughty Nellie's Not Just Fish & Chips,naughty-nellies-not-just-fish-and-chips-victoria,Seafood
Miche Cafe,miche-cafe-victoria,Cafes
The Art Of Slow Food,the-art-of-slow-food-victoria,Cafes
Japanese Village Restaurant,japanese-village-restaurant-victoria,Japanese
Chef Dave's Dugout,chef-daves-dugout-victoria,Burgers
Fernwood Pizza Company,fernwood-pizza-company-victoria,Pizza
Young's Restaurant,youngs-restaurant-victoria,Chinese
The Victorian Restaurant,the-victorian-restaurant-victoria,Restaurants
Ocean Garden,ocean-garden-victoria-2,Chinese
Sonora Bar and Grill,sonora-bar-and-grill-victoria,Steakhouses
DQ Grill & Chill Restaurant,dq-grill-and-chill-restaurant-victoria-15,Fast Food
Ali Baba Pizza,ali-baba-pizza-victoria-2,Pizza
Baan Thai Restaurant,baan-thai-restaurant-victoria,Thai
Torch Song Cafe,torch-song-cafe-victoria,Themed Cafes
Songhees Seafood & Steam,songhees-seafood-and-steam-victoria,Seafood
Cafe Malabar,cafe-malabar-victoria,Indian
Mia Pasta,mia-pasta-victoria,Italian
Ono Poke,ono-poke-victoria-2,Poke
Noodlebox,noodlebox-victoria-2,Asian Fusion
Sun Wah Chinese Restaurant,sun-wah-chinese-restaurant-victoria,Chinese
McRae's,mcraes-victoria,American
Soupa cafe,soupa-cafe-victoria,Soup
Hothouse Pizza,hothouse-pizza-victoria-2,Pizza
Saint Franks,saint-franks-victoria,Hot Dogs
The Bun Shop,the-bun-shop-victoria,Sandwiches
Hong Kong West,hong-kong-west-victoria,Chinese
Fresh Tandoori Flavour Indian Restaurant,fresh-tandoori-flavour-indian-restaurant-victoria,Indian
Owly Cafe,owly-cafe-victoria-2,Cafes
The Olive Branch Restaurant,the-olive-branch-restaurant-victoria,Restaurants
The Village Restaurant,the-village-restaurant-victoria,Breakfast & Brunch
Halibut House Family,halibut-house-family-victoria,Chinese
The Village,the-village-victoria-2,Breakfast & Brunch
The Hidden Gem,the-hidden-gem-victoria,Ice Cream & Frozen Yogurt
Lee's House Restaurant,lees-house-restaurant-victoria,Chinese
Mutsuki-An,mutsuki-an-victoria-2,Japanese
Rainbow Chinese Restaurant,rainbow-chinese-restaurant-victoria,Chinese
Papa Moe's,papa-moes-victoria,Sandwiches
Caribbean Village Cafe,caribbean-village-cafe-victoria-2,Caribbean
Pluto's,plutos-victoria,Diners
Pho Wisdom,pho-wisdom-victoria,Thai
Willows Pizza,willows-pizza-victoria,Pizza
Morning People,morning-people-victoria,Food Trucks
Pizza Al Forno,pizza-al-forno-victoria,Pizza
Seven Valley Fine Food & Deli,seven-valley-fine-food-and-deli-victoria,Delis
Big Wheel Burger,big-wheel-burger-victoria-3,Burgers
Hideaway Restaurant,hideaway-restaurant-victoria,American
Koto Sushi Izakaya,koto-sushi-izakaya-victoria,Japanese
Stubborn Chef,stubborn-chef-victoria,Ramen
Pho Vy Vietnamese Restaurant,pho-vy-vietnamese-restaurant-victoria,Vietnamese
Ohana Sushi & Poke,ohana-sushi-and-poke-victoria,Sushi Bars
Red Robin Gourmet Burgers and Brews,red-robin-gourmet-burgers-and-brews-victoria,American
The Sunnyside Cafe,the-sunnyside-cafe-victoria-3,Cafes
Quesada Burritos & Tacos,quesada-burritos-and-tacos-victoria,Mexican
Floyd’s Diner,floyd-s-diner-victoria,Breakfast & Brunch
Menbow Ramen Bar,menbow-ramen-bar-victoria-3,Ramen
Thrive & Shine,thrive-and-shine-victoria,Breakfast & Brunch
James Bay Fish & Chips,james-bay-fish-and-chips-victoria,Fish & Chips
Fresko Fine Foods,fresko-fine-foods-victoria,Breakfast & Brunch
Jiangyun Noodle House,jiangyun-noodle-house-victoria-2,Pop-Up Restaurants
WaffleBeast,wafflebeast-victoria,Waffles
The Old Vic Fish & Chips,the-old-vic-fish-and-chips-victoria,Seafood
Thai Lemongrass,thai-lemongrass-victoria,Thai
Ilgreco Pizzaria,ilgreco-pizzaria-victoria-2,Pizza
Yoshi Sushi Japanese Restaurant,yoshi-sushi-japanese-restaurant-victoria,Japanese
Serena’s Pizzeria & Hoagies,serena-s-pizzeria-and-hoagies-victoria,Pizza
Top Dog Pizza,top-dog-pizza-victoria,Pizza
Beacon Drive In,beacon-drive-in-victoria,Ice Cream & Frozen Yogurt
Noodlebox,noodlebox-victoria,Asian Fusion
Fish & Rice Maki Roll Shop,fish-and-rice-maki-roll-shop-victoria,Japanese
Superior Pizza,superior-pizza-victoria,Pizza
Fig Mediterranean Deli,fig-mediterranean-deli-victoria-2,Mediterranean
Ho Tong,ho-tong-victoria,Chinese
Board with Friends Cafe,board-with-friends-cafe-victoria,Cafes
Bimo Burger Stand,bimo-burger-stand-victoria,Burgers
Thaigo,thaigo-victoria,Food Court
Ono Poké and Grill,ono-poké-and-grill-victoria-2,Poke
Casa Filipino Cuisine and Convenience Store,casa-filipino-cuisine-and-convenience-store-victoria,Filipino
The Canadian Brewhouse,the-canadian-brewhouse-victoria-2,Sports Bars
Chiba Sushi,chiba-sushi-victoria,Japanese
Victoria Pocha,victoria-pocha-victoria,Asian Fusion
East Garden Restaurant,east-garden-restaurant-victoria,Chinese
Macchiato,macchiato-victoria,Coffee & Tea
Pho Halong,pho-halong-victoria,Vietnamese
Burger Crush,burger-crush-victoria,Burgers
The Urban Cup Bakery Cafe,the-urban-cup-bakery-cafe-victoria,Breakfast & Brunch
Fujiya,fujiya-victoria,Japanese
Palagio Pizza,palagio-pizza-victoria,Pizza
Romeo's,romeos-victoria-5,Italian
Big Wheel Burger,big-wheel-burger-victoria-4,Burgers
Red Barn Market,red-barn-market-victoria-5,Delis
The Mint For Lunch,the-mint-for-lunch-victoria,Asian Fusion
BobaDog Bubble Tea & Hotdog,bobadog-bubble-tea-and-hotdog-victoria,Bubble Tea
Imagine Studio Café,imagine-studio-café-victoria,Cafes
Sizzling Tandoor,sizzling-tandoor-victoria-2,Indian
Montreal subs,montreal-subs-victoria,Sandwiches
Fatburger,fatburger-victoria-4,Burgers
Red Barn Market,red-barn-market-victoria-4,Butcher
